0,NumPixels,Volume,DeltaX,DeltaY,CentroidX,CentroidY,MaxIntensity,MedianIntensity,Shape,Cluster
ART_00224-3,669,99595,30,62,557.1659192825113,301.81390134529147,237,161.0,3,3
ART_00224-4,4138,286991,14,566,571.0908651522475,36.441759304011605,109,69.0,0,2
ART_00224-5,2322,181853,12,232,571.2476313522825,126.32472006890612,139,75.0,0,2
ART_00224-6,637,162435,463,1,198.58398744113026,433.1970172684458,255,255.0,0,3
ART_00225-0,955,131135,70,86,522.5026178010471,361.1973821989529,243,133.0,0,3
ART_00225-1,4588,320847,12,582,570.8766346992154,25.949651264167407,92,69.0,3,1
ART_00225-2,2186,170633,11,232,571.631747483989,84.23604757548031,125,76.0,0,2
ART_00226-0,97,8063,21,22,541.6907216494844,336.4381443298969,128,76.0,3,4
ART_00226-1,139,26675,16,14,541.7697841726618,339.20503597122297,229,196.0,2,3
ART_00226-2,4399,307698,13,580,571.0556944760174,29.564332802909746,133,68.0,3,1
ART_00226-3,2647,209791,17,254,570.6701926709483,118.98167737060821,135,78.0,3,2
ART_00227-0,4220,290244,14,578,571.1450236966825,41.639099526066325,121,68.0,0,2
ART_00227-1,2177,170439,11,233,571.6338998621958,126.91525034451081,137,76.0,3,2
ART_00228-0,195,27670,19,21,548.2461538461539,327.27435897435896,226,143.0,1,3
ART_00228-1,4002,276189,13,568,571.2953523238383,43.52948525737133,105,68.0,3,1
ART_00228-2,2399,203461,12,233,571.1963318049187,86.31867444768653,179,77.0,0,2
ART_00228-3,236,27112,23,29,535.3177966101696,349.2966101694915,223,93.0,2,3
ART_00229-0,4093,282130,13,571,571.1473247007086,48.555216222819475,104,68.0,3,1
ART_00229-1,2474,197675,13,235,570.9967663702506,93.18229587712204,145,76.0,0,2
ART_00230-0,4277,298174,17,586,570.8230067804536,55.260346036941776,112,69.0,3,1
ART_00230-1,2429,201475,12,239,571.1803211198024,89.98003293536436,164,79.0,0,2
ART_00231-0,24,1734,5,5,59.20833333333337,432.66666666666674,82,72.0,3,4
ART_00231-1,57,4573,10,9,131.63157894736844,431.41228070175436,106,77.0,1,4
ART_00231-2,45,3279,7,8,204.31111111111113,426.9222222222222,87,73.0,2,4
ART_00231-3,7924,572608,57,606,566.6154719838465,11.803382130237253,114,71.0,3,1
ART_00231-4,3256,266928,16,242,569.5018427518427,86.65663390663389,156,78.0,0,2
ART_00232-0,5257,371540,17,606,570.2434848773064,30.482499524443604,142,69.0,3,1
ART_00232-1,2747,242393,13,253,570.5809974517656,95.88005096468872,204,80.0,0,2
ART_00232-2,35,2401,65,0,304.57142857142856,433.5,73,69.0,0,4
ART_00233-0,4618,321214,22,584,570.3304460805542,67.89584235599824,102,69.0,3,1
ART_00233-1,2887,224881,15,242,570.1995150675442,80.50588846553518,116,77.0,3,2
ART_00234-0,37,2947,9,4,264.6216216216216,432.90540540540536,98,79.0,2,4
ART_00234-1,177,13398,43,9,123.7062146892655,366.5790960451977,94,75.0,1,4
ART_00234-2,26,1981,6,12,174.61538461538464,350.6153846153846,101,73.5,3,4
ART_00234-3,4579,327213,19,595,570.1227342214456,80.19731382397902,127,70.0,0,2
ART_00234-4,2699,240829,13,268,570.7591700629862,98.72045201926642,207,80.0,2,1
ART_00234-5,56,3734,87,0,309.07142857142856,433.5,75,66.0,3,4
ART_00234-6,14,937,23,0,246.2142857142857,433.5,70,67.0,3,4
ART_00235-0,6204,445372,18,625,569.2230818826563,41.748710509348825,119,71.0,3,1
ART_00235-1,2820,254699,13,238,569.5812056737589,86.68510638297873,215,82.0,0,2
ART_00235-2,181,41693,1,176,575.9779005524863,114.41160220994476,245,230.0,0,0
ART_00236-0,2520,169861,12,555,572.297619047619,78.58055555555552,76,67.0,0,2
ART_00236-1,1932,146410,9,231,572.1501035196687,84.58022774327122,116,75.0,3,2
ART_00237-0,6180,433211,18,600,569.4391585760517,30.314239482200666,114,70.0,0,2
ART_00237-1,2406,194676,12,238,571.1263507896924,121.64630091438072,158,76.0,0,2
ART_00238-0,3950,275801,17,575,571.079493670886,55.99721518987343,140,68.0,0,2
ART_00238-1,2543,208739,13,239,570.9060165159261,79.36276051907197,164,78.0,0,2
ART_00239-0,56,4047,66,1,360.05357142857144,434.33928571428567,84,71.0,0,4
ART_00239-1,24,1678,6,4,294.70833333333337,421.75,76,69.0,3,4
ART_00239-2,1551,117560,10,223,572.5873629916183,134.86686009026437,170,73.0,0,2
ART_00239-3,5931,662817,31,440,565.4317990220873,157.768588770865,255,70.0,3,1
ART_00239-4,22,1468,8,11,185.63636363636363,39.40909090909094,72,66.0,3,4
ART_00239-5,54,3679,1,86,575.9814814814815,207.94444444444446,73,67.5,0,2
ART_00240-0,344,37198,40,72,545.9767441860465,334.34011627906983,200,95.0,0,3
ART_00240-1,4608,319347,15,573,570.4765625,61.8122829861111,124,68.0,3,1
ART_00240-2,2120,168930,11,232,571.7537735849056,90.61367924528305,164,76.0,0,2
ART_00241-0,184,13609,33,33,516.3695652173913,370.2391304347826,112,68.5,0,4
ART_00241-1,6871,511624,95,704,564.2091398631932,73.23904817348273,145,73.0,3,1
ART_00241-2,5838,465248,134,667,558.2326139088728,27.523124357656737,188,72.0,0,1
ART_00241-3,74,5818,13,9,343.7027027027027,56.797297297297284,101,76.5,3,2
ART_00241-4,44,3062,7,10,194.3636363636364,73.5,80,69.0,2,4
ART_00241-5,95,7527,7,14,363.14736842105276,115.0157894736842,97,80.0,3,4
ART_00241-6,234,17400,58,15,243.3333333333333,155.017094017094,94,72.0,3,4
ART_00241-7,36,2511,5,10,386.4166666666666,172.86111111111111,83,68.0,3,4
ART_00241-8,232,17242,65,10,264.15086206896547,206.25,95,73.0,2,4
ART_00241-9,226,15484,187,2,300.929203539823,433.1681415929204,76,68.0,3,4
ART_00241-10,124,8398,158,1,115.25806451612901,433.39516129032256,80,67.0,3,4
ART_00241-11,32,2145,47,1,5.4375,433.46875,71,66.0,3,4
ART_00242-0,3621,249676,13,569,571.2402651201326,75.11170947252141,104,69.0,3,1
ART_00242-1,2173,184857,10,230,571.6566958122413,95.24597330878971,217,76.0,0,2
ART_00242-2,24,1622,23,1,366.0416666666666,433.45833333333337,71,68.0,0,4
ART_00243-0,84,5545,30,11,368.2261904761905,430.58333333333326,70,66.0,0,4
ART_00243-1,689,70832,88,15,120.38461538461536,429.1240928882438,190,87.0,3,4
ART_00243-2,36,2403,53,1,88.86111111111109,434.47222222222223,71,67.0,2,4
ART_00243-3,70,4669,111,0,323.04285714285714,434.5,71,67.0,0,4
ART_00243-4,34847,2771995,619,850,522.4910035297156,4.516472006198511,255,70.0,0,1
ART_00243-5,17681,1372787,79,736,559.2770770883999,32.51419602963631,172,77.0,3,1
ART_00243-6,20,1318,5,5,428.5,181.8,69,66.0,3,4
ART_00243-7,25,1665,9,8,165.12,53.18000000000001,69,66.0,2,4
ART_00243-8,24,1609,4,7,139.58333333333331,48.166666666666686,72,67.0,2,4
ART_00243-9,88,6118,27,6,293.3636363636364,106.19318181818188,77,69.0,3,4
ART_00243-10,25,1717,5,5,183.32000000000005,276.34000000000003,74,68.0,3,4
ART_00243-11,280,21358,47,30,22.625,336.5,106,75.0,0,4
ART_00243-12,2313,155116,268,24,224.09165585819284,426.12602680501516,75,67.0,3,4
ART_00244-0,195,14805,40,39,517.7384615384615,371.9,129,71.0,1,4
ART_00244-1,20,3650,13,11,507.25,385.05,198,184.5,2,3
ART_00244-2,6434,468124,24,641,569.1488964874106,18.33447311159466,127,71.0,0,1
ART_00244-3,3654,314290,31,266,568.3951833607006,98.77422003284072,172,81.0,1,2
ART_00244-4,72,5888,14,16,538.4444444444445,345.88888888888886,126,73.5,3,4
ART_00244-5,99,6680,128,1,338.02020202020196,433.2878787878788,72,68.0,0,4
ART_00244-6,21,1396,34,0,242.3809523809524,433.5,71,66.0,0,4
ART_00245-0,36,2952,18,8,266.8333333333333,429.83333333333326,100,79.5,2,4
ART_00245-1,116,21740,15,7,265.22413793103453,431.1293103448277,230,195.0,2,3
ART_00245-2,25,1706,40,1,181.84000000000003,434.46,73,69.0,3,4
ART_00245-3,189,13917,166,5,306.90476190476187,433.68518518518516,107,70.0,0,4
ART_00245-4,10966,961566,513,811,517.8659492978296,55.62155754149188,255,73.0,0,1
ART_00245-5,5840,451791,45,628,568.8515410958903,68.79914383561646,183,73.0,3,1
ART_00245-6,726,69810,59,20,153.68870523415978,100.92286501377407,130,99.0,2,4
ART_00245-7,76,6471,8,12,302.1842105263158,199.4473684210526,114,83.0,3,4
ART_00246-0,2841,191108,10,546,572.1967617036255,63.0533262935586,88,67.0,3,1
ART_00246-1,2361,183357,11,233,571.2566709021601,95.4343498517577,129,76.0,0,2
ART_00247-0,3813,260710,12,585,571.5006556517178,39.853789666928954,89,68.0,0,2
ART_00247-1,2869,229731,13,244,570.3760892296967,86.14970372952246,131,78.0,0,2
ART_00248-0,7183,1804326,1010,58,39.79632465543648,429.4369344285118,255,255.0,3,3
ART_00248-1,41,6928,51,3,386.7317073170732,428.0365853658536,194,166.0,0,3
ART_00248-2,36,4633,35,0,346.5,428.5,150,126.5,0,3
ART_00248-3,2420,213387,1093,95,24.833884297520623,419.19008264462815,183,81.0,3,4
ART_00248-4,49,8034,57,1,104.51020408163264,427.4183673469388,189,160.0,0,3
ART_00248-5,21,4069,50,2,155.3809523809524,426.30952380952385,214,193.0,0,3
ART_00248-6,88,14975,95,2,125.96590909090912,426.0113636363636,200,168.5,0,3
ART_00248-7,35,6086,46,1,377.3428571428572,425.4714285714286,191,173.0,0,3
ART_00248-8,4803,332733,22,596,570.7318342702479,17.399646054549233,80,69.0,0,2
ART_00248-9,1973,152783,10,230,572.0,124.3788646730867,136,75.0,3,2
ART_00248-10,53,4039,15,3,397.4905660377359,17.78301886792451,91,76.0,2,2
ART_00248-11,77,6166,13,8,155.8181818181818,11.785714285714278,103,77.0,3,4
ART_00248-12,136,10595,32,5,187.3529411764706,104.00735294117645,95,77.0,2,4
ART_00248-13,102,7357,21,11,327.5,208.53921568627445,84,71.5,1,4
ART_00248-14,914,233070,438,3,236.69474835886214,432.65426695842456,255,255.0,0,3
ART_00249-0,2410,181637,13,233,571.0307053941907,126.16680497925311,108,74.0,2,2
ART_00249-1,2187,145886,8,502,572.6616369455876,74.52377686328305,82,66.0,2,2
ART_00249-2,294,74970,293,0,229.5,433.5,255,255.0,0,3
ART_00250-0,4760,327520,13,578,570.5449579831933,46.89012605042018,93,69.0,3,1
ART_00250-1,1966,148371,9,230,572.089013224822,88.90640895218719,117,75.0,0,2
ART_00251-0,3659,252680,14,566,571.2760317026509,61.2119431538672,111,67.0,3,1
ART_00251-1,2449,191850,12,235,571.0902409146589,90.59391588403429,125,76.0,3,2
ART_00251-2,415,29399,207,7,339.90843373493976,432.1096385542168,85,69.0,0,4
ART_00251-3,47,3164,58,0,111.14893617021278,433.5,72,67.0,0,4
ART_00251-4,23,1525,42,0,129.04347826086962,433.5,69,66.0,0,4
ART_00252-0,148,13757,37,22,482.0743243243243,402.04054054054046,169,75.5,1,3
ART_00252-1,186,21739,22,56,551.6612903225806,323.9032258064516,187,115.5,3,3
ART_00252-2,8801,666214,38,660,567.0461311214634,33.03073514373369,153,75.0,3,1
ART_00252-3,4121,360715,20,366,568.6901237563698,85.78997816064059,191,82.0,3,1
ART_00252-4,977,133488,49,90,542.7819856704197,330.74360286591605,199,147.0,3,3
ART_00252-5,130,8701,150,3,240.72307692307697,433.0538461538462,72,66.0,0,4
ART_00252-6,63,4199,86,1,127.31746031746029,433.38888888888886,71,66.0,0,4
ART_00252-7,27,1772,34,0,111.4074074074074,433.5,67,66.0,0,4
ART_00253-0,5290,367792,17,595,570.1223062381853,42.841209829867694,93,69.0,0,2
ART_00253-1,2719,228943,16,237,570.5719014343507,87.79275468922395,163,80.0,0,2
ART_00254-0,89,6624,60,16,309.08988764044943,429.6011235955056,98,72.0,2,4
ART_00254-1,693,52366,107,31,435.8499278499279,419.1132756132756,124,73.0,1,4
ART_00254-2,85,6529,38,23,476.54117647058825,404.9352941176471,116,71.0,3,4
ART_00254-3,5323,434961,86,767,566.1980086417434,43.821435280856626,159,75.0,3,1
ART_00254-4,7707,583956,37,637,567.8740106396783,35.74198780329573,139,74.0,3,1
ART_00254-5,40,2950,8,6,487.4,235.05,89,71.5,2,2
ART_00254-6,225,42726,1,225,575.9911111111112,90.50888888888886,219,191.0,0,0
ART_00254-7,113,8189,22,24,188.56637168141597,30.60619469026551,90,71.0,3,4
ART_00254-8,36,6575,12,12,510.4444444444445,380.61111111111114,206,184.0,2,3
ART_00254-9,272,18836,316,2,251.28308823529412,433.3272058823529,80,69.0,0,4
ART_00255-0,26,1813,26,8,431.8461538461538,426.3461538461538,78,69.5,3,4
ART_00255-1,198,13002,58,71,517.1565656565657,367.52525252525254,69,65.0,2,4
ART_00255-2,9361,712619,38,700,566.4834953530606,25.84462130114304,135,75.0,0,1
ART_00255-3,9022,708303,615,737,524.1583906007537,75.1612724451341,229,70.0,0,1
ART_00255-4,60,3969,85,1,100.0333333333333,433.4666666666667,71,66.0,3,4
ART_00256-0,2671,180505,12,536,572.1081991763385,77.39591913141146,88,67.0,0,2
ART_00256-1,2039,151954,10,232,571.9264345267287,82.14688572829817,103,75.0,0,2
ART_00257-0,3051,208616,20,549,571.5689937725335,86.41150442477873,104,67.0,2,2
ART_00257-1,2523,210927,12,235,570.9548156956005,90.05766944114151,184,77.0,0,2
ART_00258-0,3217,219452,11,550,571.8116257382655,58.94886540254896,100,67.0,3,1
ART_00258-1,2369,182912,11,238,571.2773322076825,84.02131701139724,112,78.0,3,2
ART_00259-0,193,13275,221,1,292.00518134715026,434.34455958549216,78,68.0,0,4
ART_00259-1,9562,737206,44,700,566.1817611378374,30.89029491738131,174,75.0,0,1
ART_00259-2,5580,524045,74,701,567.0044802867384,22.475985663082444,255,79.0,3,1
ART_00259-3,270,24360,19,50,514.0888888888887,211.12222222222226,127,87.0,3,2
ART_00259-4,362,29737,36,29,412.12430939226516,175.63812154696132,118,79.0,3,4
ART_00259-5,68,4935,18,15,383.0147058823529,129.38235294117646,84,72.0,3,4
ART_00259-6,174,14883,11,20,165.62068965517244,3.4597701149425006,114,85.0,3,4
ART_00259-7,38,2614,13,6,349.10526315789474,121.36842105263158,73,69.0,3,4
ART_00259-8,593,39750,122,127,483.8296795952783,241.61804384485666,75,67.0,0,2
ART_00259-9,92,6091,59,58,377.2065217391304,374.9891304347826,71,66.0,3,4
ART_00259-10,792,55488,423,21,290.45580808080814,431.63383838383834,90,69.0,3,4
ART_00260-0,67,5406,18,14,548.3582089552239,322.5447761194029,119,74.0,3,4
ART_00260-1,93,18057,14,8,550.3548387096773,323.05913978494624,223,198.0,2,3
ART_00260-2,3596,245285,13,575,571.6243047830924,49.15628476084539,91,68.0,3,1
ART_00260-3,2755,218628,13,241,570.5161524500907,84.27749546279495,134,78.0,0,2
ART_00261-0,301,46816,40,9,354.4717607973422,430.8056478405316,239,167.0,2,3
ART_00261-1,89,6327,41,3,65.96629213483146,433.54494382022466,88,69.0,1,4
ART_00261-2,6016,442589,32,611,569.3203125,32.46758643617022,150,72.0,2,1
ART_00261-3,2658,221009,20,274,569.5752445447705,98.00790067720091,155,79.0,0,2
ART_00261-4,214,37275,1,217,575.9906542056075,102.03738317757013,200,178.0,0,0
ART_00261-5,169,13751,18,14,80.64497041420117,61.636094674556205,108,80.0,3,4
ART_00261-6,79,6723,35,41,531.6582278481013,352.7025316455696,132,78.0,3,4
ART_00261-7,96,17781,13,12,528.8020833333334,358.40625,222,190.0,2,3
ART_00261-8,482,35462,118,26,415.5103734439834,421.11203319502084,106,72.0,3,4
ART_00262-0,147,11562,19,34,428.0340136054422,375.30272108843536,97,79.0,2,4
ART_00262-1,88,6288,8,19,465.21590909090895,353.1590909090909,81,71.5,0,4
ART_00262-2,5820,434165,26,652,569.2810996563574,32.43797250859109,115,74.0,3,1
ART_00262-3,84,5992,5,20,523.5238095238095,301.32142857142856,82,71.0,1,4
ART_00262-4,2915,256818,17,286,570.4933104631217,90.46329331046314,191,81.0,0,2
ART_00262-5,23,1545,5,28,574.5217391304348,158.71739130434787,74,67.0,0,2
ART_00262-6,122,8524,18,48,569.2704918032788,213.7295081967213,84,68.0,3,2
ART_00262-7,60,4570,9,7,71.68333333333334,305.68333333333334,93,74.5,3,4
ART_00262-8,51,3949,9,6,91.37254901960785,345.2254901960784,93,76.0,3,4
ART_00263-0,41,2828,13,5,166.7317073170732,375.0853658536585,75,69.0,1,4
ART_00263-1,29,2100,13,17,529.9655172413793,361.70689655172407,97,69.0,0,4
ART_00263-2,127,9665,27,15,196.8188976377953,293.01181102362204,92,76.0,1,4
ART_00263-3,108,12700,30,8,21.94444444444445,290.3888888888889,184,107.5,3,4
ART_00263-4,6160,443421,23,626,569.1607142857142,43.013798701298704,136,71.0,3,1
ART_00263-5,3172,280542,20,251,569.6447036569988,100.76481715006304,212,78.5,0,2
ART_00263-6,59,4428,5,12,378.69491525423723,20.703389830508453,91,75.0,3,2
ART_00263-7,226,16728,13,20,150.05752212389382,249.39823008849555,90,74.0,3,4
ART_00263-8,112,8598,28,40,541.7589285714286,341.49107142857144,117,73.5,2,3
ART_00263-9,28,4962,6,10,535.75,352.92857142857144,205,177.0,2,3
ART_00263-10,263,19782,80,14,344.2623574144486,427.24144486692006,110,72.0,3,4
ART_00264-0,828,109651,56,92,536.9323671497584,343.3647342995169,197,141.0,0,3
ART_00264-1,7478,708547,26,602,567.2691896228939,67.42257288044931,202,76.0,0,1
ART_00264-2,3100,336197,40,262,569.5206451612903,93.1667741935484,251,84.0,3,1
ART_00265-0,50,3425,54,16,440.52,420.52,79,67.0,3,4
ART_00265-1,39,2716,14,25,556.974358974359,296.57692307692315,79,69.0,3,4
ART_00265-2,5805,428889,54,608,567.8523686477174,41.01352282515073,147,72.0,3,1
ART_00265-3,29,1940,9,5,449.2413793103448,210.05172413793102,71,66.0,3,4
ART_00265-4,2818,246490,18,256,570.3708303761532,80.79205110007098,182,80.0,0,2
ART_00265-5,53,3856,6,10,391.2641509433962,5.688679245283026,86,71.0,3,2
ART_00265-6,22,1493,4,6,520.590909090909,92.5,71,68.0,3,2
ART_00265-7,20,1413,4,4,497.9,109.54999999999997,78,70.5,3,2
ART_00265-8,40,3183,11,11,536.525,347.725,108,73.5,3,4
ART_00265-9,379,37116,102,14,226.60158311345646,428.4102902374671,220,76.0,1,3
ART_00266-0,880,90408,86,79,494.12159090909086,382.10681818181814,205,86.0,2,3
ART_00266-1,106,7287,13,14,478.62264150943395,293.41509433962267,75,68.0,3,4
ART_00266-2,4360,312686,14,597,570.9231651376148,22.14151376146788,105,71.0,0,2
ART_00266-3,21,1399,6,4,437.61904761904765,252.452380952381,70,67.0,3,4
ART_00266-4,2709,233873,15,246,570.5418973791068,92.6838316722038,173,80.0,3,1
ART_00266-5,65,4815,10,8,381.07692307692315,12.315384615384632,86,75.0,3,2
ART_00266-6,143,9676,15,12,569.013986013986,146.41608391608398,72,68.0,3,2
ART_00266-7,58,4615,24,35,558.5862068965516,310.8793103448276,115,76.5,1,2
ART_00266-8,123,9926,44,44,517.9756097560977,369.12601626016266,127,75.0,2,3
ART_00266-9,46,7540,11,10,529.7608695652174,359.5217391304347,184,167.5,1,3
ART_00266-10,33,5761,5,7,500.0909090909091,387.7121212121213,200,179.0,2,3
ART_00266-11,355,25643,68,27,438.7352112676057,416.17605633802816,117,70.0,3,4
ART_00266-12,83,5689,112,4,365.72289156626505,432.66867469879514,76,68.0,0,4
ART_00266-13,97,6674,100,1,248.08247422680412,433.3350515463917,79,68.0,3,4
ART_00267-0,366,54268,24,28,536.5819672131147,337.89071038251365,211,169.5,2,3
ART_00267-1,56,4771,17,32,554.3214285714287,317.44642857142856,123,82.5,0,2
ART_00267-2,7373,538436,26,622,567.9707039197071,40.70737827207381,129,71.0,3,1
ART_00267-3,3202,286089,20,317,569.8432229856338,103.17770143660215,198,78.0,3,1
ART_00267-4,26,1723,32,16,558.5384615384615,255.1923076923077,71,65.5,1,2
ART_00267-5,212,25386,37,38,538.5566037735849,343.0471698113207,203,100.0,3,3
ART_00267-6,732,53473,76,41,268.16666666666663,409.91530054644807,107,71.0,3,4
ART_00267-7,72,4947,37,13,428.75,423.8194444444445,80,68.0,3,4
ART_00268-0,2630,184913,15,568,572.0505703422053,57.92091254752853,103,69.0,3,1
ART_00268-1,2142,179745,15,240,570.7026143790848,89.3235294117647,162,76.0,0,2
ART_00268-2,226,44811,1,224,575.9734513274336,90.93362831858406,222,201.0,0,0
ART_00268-3,55,3878,30,32,526.9454545454546,363.2272727272728,84,70.0,1,4
ART_00269-0,260,20941,42,41,510.8538461538461,375.2653846153846,139,75.0,2,3
ART_00269-1,8827,649684,26,642,566.8640534723007,28.53659227370565,119,73.0,3,1
ART_00269-2,3485,294915,22,308,569.0106169296987,83.60129124820662,199,77.0,0,2
ART_00269-3,224,19260,55,93,541.4642857142857,331.5982142857144,151,76.0,3,4
ART_00269-4,103,7997,5,23,489.68932038834936,329.7718446601941,98,77.0,2,4
ART_00269-5,291,73603,21,25,531.676975945017,351.2628865979382,255,255.0,2,3
ART_00269-6,20,3402,23,23,530.05,348.7000000000001,182,170.0,3,3
ART_00269-7,47,3321,64,3,182.80851063829792,432.6702127659574,82,70.0,3,4
ART_00269-8,16,1164,6,2,129.625,432.75,82,72.0,3,4
ART_00270-0,13524,1109256,112,708,556.8969239869862,80.15882874889088,220,77.0,0,1
ART_00270-1,3926,331046,20,324,569.293683138054,66.34258787570046,203,79.0,2,1
ART_00270-2,269,21838,13,58,571.7732342007434,191.0910780669145,140,78.0,1,2
ART_00270-3,303,22056,51,29,506.2838283828383,361.48349834983503,91,71.0,3,4
ART_00270-4,136,9387,86,6,155.74264705882354,432.4191176470588,81,68.0,0,4
ART_00270-5,46,3103,77,1,307.2608695652174,433.36956521739125,73,66.5,0,4
ART_00271-0,3929,286025,34,595,569.4148638330363,43.727284296258574,141,70.0,3,1
ART_00271-1,2033,160395,12,246,572.0418101328088,123.14141662567637,121,76.0,0,2
ART_00271-2,26,1990,23,5,99.69230769230774,431.96153846153845,98,75.0,1,4
ART_00272-0,59,5509,24,12,40.86440677966107,428.88983050847463,137,87.0,1,4
ART_00272-1,83,15254,8,11,41.22891566265059,429.8373493975904,210,185.0,2,3
ART_00272-2,307,36043,36,52,540.1237785016286,343.81270358306193,235,90.0,2,3
ART_00272-3,10158,754878,44,671,565.2684583579444,30.710671392006308,113,74.0,2,1
ART_00272-4,3006,253972,16,270,570.039254823686,87.45143047238855,176,79.0,1,2
ART_00272-5,146,10693,18,11,527.3698630136987,55.86986301369865,84,73.0,3,2
ART_00272-6,53,3797,6,11,489.8867924528302,98.10377358490564,80,71.0,3,2
ART_00272-7,77,7498,10,9,186.0,118.22727272727276,120,103.0,3,4
ART_00272-8,21,1422,5,3,254.3809523809524,152.92857142857144,72,68.0,3,4
ART_00272-9,76,5146,7,19,561.1052631578947,181.5526315789474,74,67.0,2,2
ART_00272-10,59,4316,19,5,553.6610169491526,229.33050847457628,86,73.0,3,4
ART_00272-11,965,157233,44,85,550.1056994818653,315.92383419689116,253,184.0,2,3
ART_00272-12,223,30948,19,15,315.52466367713015,427.4372197309417,234,137.0,2,3
ART_00273-0,85,14167,10,13,543.8941176470588,337.14705882352933,203,171.0,2,3
ART_00273-1,30,2585,12,14,542.6,336.56666666666666,111,87.0,3,4
ART_00273-2,1017,71698,6,223,574.0835791543756,87.9582104228122,94,70.0,2,2
ART_00273-3,82,5778,13,41,570.8292682926829,62.76829268292682,85,68.5,2,2
ART_00273-4,32,2382,6,5,308.875,187.1875,84,75.0,3,4
ART_00273-5,56,4076,7,14,571.5357142857142,258.42857142857144,83,72.5,3,4
ART_00274-0,465,63161,18,29,186.16344086021505,420.7709677419354,176,152.0,2,3
ART_00274-1,96,7993,9,13,303.90625,406.15625,107,82.0,2,4
ART_00274-2,1615,136878,19,272,572.9622291021673,83.29195046439628,187,77.0,0,2
ART_00274-3,898,128205,20,91,567.1770601336302,16.905345211581274,210,162.0,3,0
ART_00274-4,34,6218,3,9,574.7352941176471,22.058823529411764,200,185.5,2,0
ART_00274-5,382,30844,9,216,573.6439790575918,197.29581151832463,134,75.0,3,2
ART_00275-0,935,184841,48,76,543.1582887700534,328.2957219251337,255,250.0,1,3
ART_00275-1,127,8616,19,23,562.8425196850394,287.8858267716536,75,67.0,1,2
ART_00275-2,51,3980,5,11,520.2549019607843,265.28431372549016,102,76.0,2,2
ART_00275-3,2917,239072,33,250,569.1570106273567,104.16300994172093,133,78.0,1,2
ART_00275-4,1208,83962,10,434,573.0811258278145,107.033940397351,117,67.0,0,2
ART_00275-5,69,4565,10,40,569.9420289855072,261.5289855072464,70,66.0,3,4
ART_00275-6,26,1752,23,24,517.7692307692306,368.6923076923077,75,67.0,0,4
ART_00276-0,929,78797,5,226,574.3110871905275,102.59903121636164,162,69.0,0,2
ART_00276-1,173,12751,4,140,574.3815028901734,207.99132947976875,91,71.0,0,2
ART_00277-0,761,61741,4,223,574.7003942181342,94.93758212877792,152,73.0,0,2
ART_00277-1,20,1320,0,21,575.0,224.54999999999995,68,66.0,3,2
ART_00278-0,1291,111302,791,8,54.271107668474095,431.84624322230826,173,78.0,0,4
ART_00278-1,26,4441,26,0,303.0,434.5,190,173.5,0,3
ART_00278-2,1958,464226,709,26,193.973442288049,432.58375893769147,255,241.0,3,3
ART_00278-3,70,11465,87,0,108.39999999999998,433.5,201,162.0,3,3
ART_00278-4,24,3258,31,0,201.125,430.5,152,134.0,0,4
ART_00278-5,40,5976,48,1,310.4249999999999,430.125,182,148.5,0,3
ART_00278-6,285,27687,190,44,427.0596491228072,418.09649122807025,148,98.0,0,3
ART_00278-7,40,6231,8,8,498.7000000000001,389.7,172,159.0,3,3
ART_00278-8,3150,261435,16,319,569.9955555555556,122.70190476190477,176,75.0,3,1
ART_00278-9,33,2402,2,15,574.3030303030303,86.65151515151513,88,70.0,1,2
ART_00278-10,29,1961,12,31,570.3103448275862,26.534482758620697,77,66.0,2,2
ART_00278-11,27,1833,1,41,574.9259259259259,25.64814814814815,73,67.0,0,2
ART_00278-12,361,28213,3,191,574.2049861495847,174.47506925207756,132,73.0,0,2
ART_00278-13,732,186660,584,1,143.96311475409834,433.27185792349724,255,255.0,0,3
ART_00279-0,1187,93382,6,226,573.732097725358,96.81002527379951,146,70.0,0,2
ART_00279-1,421,34357,4,258,574.2042755344419,171.29097387173397,130,75.0,0,2
ART_00280-0,1490,108314,8,238,573.0986577181208,102.96644295302013,105,72.0,0,2
ART_00281-0,52,6899,20,2,235.3269230769231,433.67307692307685,166,135.5,1,3
ART_00281-1,168,25230,17,15,506.47023809523813,380.6428571428572,203,168.0,3,3
ART_00281-2,183,28137,24,42,553.1912568306011,319.75136612021856,255,155.0,2,3
ART_00281-3,1537,130500,10,226,572.9512036434612,95.22218607677291,184,75.0,0,2
ART_00281-4,1433,110225,15,404,572.5512909979067,99.59002093510117,154,69.0,2,2
ART_00281-5,56,10503,7,9,572.3571428571429,77.55357142857143,211,189.5,2,0
ART_00281-6,43,7378,4,10,573.3255813953488,39.66279069767444,196,177.0,2,0
ART_00281-7,362,56232,12,42,570.6850828729282,244.19060773480655,221,177.0,2,3
ART_00281-8,830,145711,29,59,550.1518072289157,313.5795180722892,232,195.0,2,3
ART_00282-0,1407,117473,9,246,572.4335465529496,116.55401563610519,163,73.0,0,2
ART_00282-1,225,42590,1,222,575.9822222222222,119.06,226,196.0,0,0
ART_00282-2,46,3048,1,65,574.8478260869565,2.7173913043478137,74,65.0,0,2
ART_00282-3,520,42563,11,258,573.675,184.3576923076924,142,75.0,3,2
ART_00282-4,20,1578,10,14,546.8,335.6,99,78.5,3,4
