0,NumPixels,Volume,DeltaX,DeltaY,CentroidX,CentroidY,MaxIntensity,MedianIntensity,Shape,Cluster
ART_00177-4,20,1435,6,2,499.84999999999985,197.45,79,71.0,2,2
ART_00177-5,176,13629,15,15,525.4602272727273,158.63636363636363,96,75.5,3,2
ART_00177-6,14825,2967012,671,45,208.84155143338955,419.10741989881967,255,255.0,1,3
ART_00177-7,53,8488,52,0,139.0,418.5,199,158.0,0,3
ART_00177-8,45,8728,44,0,94.0,419.5,217,192.0,0,3
ART_00178-0,95,6432,77,11,121.2947368421053,431.9210526315789,76,67.0,3,4
ART_00178-1,16857,1326532,291,791,545.684463427656,62.20890431274842,132,78.0,3,1
ART_00178-2,8767,684806,137,735,555.9572259609902,36.63733318124787,190,71.0,0,1
ART_00178-3,25,4542,7,9,534.48,355.74,200,182.0,3,3
ART_00178-4,186,39613,1,182,575.983870967742,111.94623655913979,246,212.0,0,0
ART_00178-5,39,6427,0,39,576.0,0.5256410256410504,180,168.0,0,0
ART_00178-6,37,2476,6,8,350.6216216216216,12.851351351351356,71,67.0,3,2
ART_00178-7,489,35019,290,15,310.54192229038847,432.3813905930471,98,70.0,2,4
ART_00178-8,64,4409,83,12,65.4375,431.125,87,68.0,0,4
ART_00179-0,346,23990,218,10,280.79479768786126,431.93063583815035,86,68.0,0,4
ART_00179-1,98,6858,53,7,123.07142857142857,432.0510204081632,82,69.0,3,4
ART_00179-2,275,20237,35,22,13.458181818181856,418.68545454545455,98,72.0,3,4
ART_00179-3,452,32412,139,21,169.80530973451326,431.3030973451328,107,69.0,3,4
ART_00179-4,185,12653,61,24,316.88648648648643,423.04054054054046,77,68.0,1,4
ART_00179-5,131,8834,106,29,443.9541984732824,419.4541984732824,79,67.0,1,4
ART_00179-6,124,8729,63,25,451.38709677419365,417.6129032258065,97,68.0,3,4
ART_00179-7,17273,1313004,49,698,561.0192207491459,15.201441556185957,147,74.0,2,1
ART_00179-8,5140,424729,26,542,566.2752918287937,68.83190661478596,196,75.0,3,1
ART_00179-9,656,49834,30,33,494.5442073170732,276.4939024390244,101,76.0,3,4
ART_00179-10,34,2380,7,6,94.91176470588232,195.5,80,69.0,3,4
ART_00179-11,275,18766,159,15,382.86545454545455,429.6854545454545,79,67.0,0,4
ART_00179-12,22,1452,9,3,203.09090909090912,432.6363636363636,68,66.0,3,4
ART_00179-13,22,1466,26,3,67.40909090909088,432.5454545454545,70,66.0,3,4
ART_00180-0,56,4196,62,4,360.25,433.75,90,75.0,0,4
ART_00180-1,4869,368236,733,52,99.06798110494971,426.9721708769768,160,73.0,3,4
ART_00180-2,68,4551,41,31,501.0882352941177,386.1764705882353,71,67.0,3,4
ART_00180-3,21700,1647739,987,802,387.90428571428566,154.61175115207368,185,75.0,3,1
ART_00180-4,128,9003,24,11,96.234375,353.6953125,83,70.0,1,4
ART_00180-5,22,1597,9,7,19.81818181818187,317.54545454545456,87,71.0,3,4
ART_00180-6,32,2140,20,15,552.84375,282.90625,74,66.0,3,4
ART_00180-7,101,7794,16,11,264.22772277227716,264.470297029703,104,76.0,3,4
ART_00180-8,6419,523766,29,526,566.1177753544166,33.993534818507555,209,76.0,3,1
ART_00180-9,44,3049,16,8,66.75,49.06818181818181,78,68.0,3,4
ART_00180-10,185,41637,1,178,574.9675675675676,112.30540540540541,250,225.0,0,0
ART_00180-11,140,10267,21,13,61.90714285714285,47.27142857142854,84,73.0,3,4
ART_00180-12,24,1653,5,7,70.79166666666663,223.5,77,68.0,3,4
ART_00180-13,102,6750,31,25,417.7450980392157,313.35294117647067,74,66.0,0,4
ART_00180-14,36,2364,25,25,486.75,347.47222222222223,68,65.0,0,4
ART_00180-15,86,7003,13,8,240.39534883720933,342.56976744186045,115,78.0,3,4
ART_00180-16,103,7108,19,13,34.15533980582529,351.9563106796116,82,68.0,3,4
ART_00180-17,91,17619,11,15,533.5604395604396,353.41208791208794,220,196.0,2,3
ART_00180-18,46,3189,7,8,148.93478260869563,364.6304347826088,77,69.0,3,4
ART_00180-19,77,5172,10,17,424.7272727272728,375.2272727272728,72,67.0,3,4
ART_00181-0,33763,2513062,278,783,530.9366466250036,84.98920415839825,179,71.0,0,1
ART_00181-1,20,1330,16,5,267.85,433.2,70,66.0,2,4
ART_00181-2,1140,78911,439,24,12.942982456140385,431.19298245614027,94,67.5,3,4
ART_00181-3,9156,699913,349,822,546.8746177370031,12.33988641328091,163,71.0,3,1
ART_00181-4,1662,168360,84,58,154.76895306859203,336.10228640192537,166,96.0,2,3
ART_00181-5,451,94508,2,227,574.4922394678492,87.76164079822617,255,205.0,0,0
ART_00181-6,72,5379,10,8,309.3472222222222,127.68055555555556,90,73.5,3,4
ART_00181-7,57,4148,10,6,201.28070175438597,137.4473684210526,88,73.0,3,4
ART_00181-8,84,5878,13,9,231.64285714285717,253.2142857142857,77,69.0,3,4
ART_00181-9,39,2632,14,8,466.1282051282051,410.474358974359,73,67.0,1,4
ART_00181-10,123,8305,139,25,185.5040650406504,429.8658536585366,77,67.0,0,4
ART_00181-11,158,10502,156,13,336.2151898734177,432.13924050632914,74,66.0,0,4
ART_00181-12,136,9599,66,5,55.91176470588232,432.0147058823529,83,70.0,0,4
ART_00182-0,23,1560,42,2,46.21739130434787,433.8478260869565,74,67.0,2,4
ART_00182-1,777,52746,395,17,243.21879021879025,433.05469755469767,79,67.0,0,4
ART_00182-2,1467,104519,72,54,385.0613496932515,399.3009543285617,99,69.0,3,4
ART_00182-3,27531,2142811,296,831,547.361083869093,22.153118303003907,233,73.0,0,1
ART_00182-4,197,14431,68,43,106.4568527918782,360.25634517766497,105,71.0,0,4
ART_00182-5,26682,1922734,165,739,538.683157184619,16.035492092047093,227,68.0,3,1
ART_00182-6,269,24976,11,30,109.56133828996279,289.96096654275095,147,89.0,3,4
ART_00182-7,416,38445,13,56,219.13701923076928,259.22596153846155,136,90.0,1,4
ART_00182-8,119,7817,52,54,449.2016806722689,230.30672268907563,71,65.0,3,4
ART_00182-9,34,2224,35,25,485.3823529411765,176.7352941176471,68,65.0,3,4
ART_00182-10,47,3151,29,39,408.06382978723394,91.92553191489358,75,67.0,0,2
ART_00182-11,133,9833,71,24,70.30075187969925,428.1616541353384,119,68.0,3,4
ART_00182-12,479,31889,303,21,209.16075156576198,429.5876826722337,80,66.0,0,4
ART_00182-13,145,9638,79,21,21.34482758620686,428.748275862069,72,66.0,3,4
ART_00182-14,24,1587,31,4,168.0,432.83333333333337,68,66.0,2,4
ART_00183-0,967,246585,561,2,179.60703205791108,433.9395036194416,255,255.0,0,3
ART_00183-1,36209,2960959,1145,788,448.3702946781187,88.87769615289017,227,76.0,2,1
ART_00183-2,6912,532251,26,530,564.642505787037,81.5513599537037,148,73.0,3,1
ART_00183-3,50,3794,6,8,274.02,130.8,87,75.5,2,4
ART_00183-4,88,5861,13,9,519.7045454545455,283.1590909090909,69,66.0,3,4
ART_00183-5,2526,640201,765,31,158.59461599366585,431.11401425178144,255,255.0,3,3
ART_00183-6,66,13056,69,0,118.2878787878788,430.5,215,198.0,0,3
ART_00183-7,35,6425,50,1,38.94285714285718,430.58571428571435,206,184.0,0,3
ART_00183-8,29,5623,31,1,120.79310344827582,431.3275862068965,218,191.0,0,3
ART_00183-9,12,2523,18,0,74.66666666666663,431.5,217,210.5,0,3
ART_00183-10,93,18524,92,0,328.0,433.5,229,198.0,0,3
ART_00184-0,36,2928,14,6,150.47222222222226,431.91666666666674,112,76.0,3,4
ART_00184-1,23,3671,5,4,151.7826086956522,433.0217391304348,180,162.0,2,3
ART_00184-2,98,6555,119,3,356.0306122448979,433.9693877551021,74,66.0,0,4
ART_00184-3,36037,2870783,221,801,531.6156450314953,3.185018175763787,229,76.0,3,1
ART_00184-4,13135,991596,88,585,553.6210125618577,28.79219642177389,177,71.0,0,1
ART_00184-5,85,6581,9,11,269.29411764705884,300.8176470588235,91,76.0,3,4
ART_00184-6,38,2525,9,11,389.6315789473685,279.7105263157895,70,66.0,1,4
ART_00184-7,163,12245,13,17,508.65030674846616,270.85582822085894,90,74.0,3,4
ART_00184-8,361,27098,17,53,471.31024930747907,150.6662049861496,108,70.0,3,2
ART_00184-9,24,1605,5,6,428.875,142.04166666666669,70,66.0,3,4
ART_00184-10,91,7220,10,10,247.032967032967,90.78571428571428,100,77.0,3,4
ART_00184-11,364,27857,42,32,412.57692307692315,36.21153846153845,99,75.0,2,2
ART_00184-12,296,21959,28,33,388.9763513513514,34.11486486486484,100,72.0,3,2
ART_00184-13,343,28227,23,29,370.4810495626822,45.978134110787146,124,80.0,2,2
ART_00184-14,138,9218,27,32,425.8840579710145,101.71739130434787,75,66.0,3,2
ART_00184-15,64,4172,21,20,554.515625,273.359375,66,65.0,0,2
ART_00184-16,77,5095,30,18,468.88311688311694,397.4090909090909,70,66.0,3,4
ART_00185-0,7257,515224,22,612,568.1000413393965,51.8170731707317,109,70.0,3,1
ART_00185-1,3309,341994,72,251,568.2617104865517,106.8659715926262,252,82.0,0,0
ART_00185-2,22,1521,29,1,330.9545454545455,433.4090909090909,73,69.5,0,4
ART_00185-3,25,1698,42,0,280.96,433.5,71,68.0,0,4
ART_00185-4,21,1421,35,0,125.23809523809523,433.5,73,68.0,0,4
ART_00185-5,22,1503,27,0,67.04545454545456,433.5,74,67.0,0,4
ART_00185-6,21,1412,37,1,76.61904761904759,433.4523809523809,73,67.0,3,4
ART_00185-7,19,1278,27,0,121.52631578947364,433.5,71,67.0,0,4
ART_00186-0,1491,103727,868,36,5.224010731052999,432.761569416499,91,68.0,2,4
ART_00186-1,22,1442,4,5,38.954545454545496,406.0,68,65.0,3,4
ART_00186-2,100931,7239155,1028,808,412.10284253598985,55.3563176823771,255,68.0,3,1
ART_00186-3,19463,1527572,82,737,556.2135333710116,27.99082875199093,176,77.0,3,1
ART_00186-4,43,2814,13,18,349.06976744186045,13.290697674418595,67,65.0,0,2
ART_00186-5,21,1374,24,3,209.47619047619045,40.833333333333314,67,65.0,0,2
ART_00186-6,33,2270,6,6,89.57575757575756,125.07575757575762,75,69.0,3,4
ART_00186-7,49,8831,10,12,537.4081632653061,349.68367346938766,222,181.0,2,3
ART_00187-0,30,1998,57,1,170.3,434.4666666666666,70,66.5,2,4
ART_00187-1,27,1796,40,0,55.259259259259245,434.5,70,66.0,3,4
ART_00187-2,20,1336,35,0,2.3500000000000227,434.5,69,67.0,0,4
ART_00187-3,22353,1727541,261,703,533.4432514651277,111.00758287478192,228,71.0,3,1
ART_00187-4,58,3898,1,49,574.7068965517243,206.1551724137931,73,67.0,0,2
ART_00187-5,21,1390,0,30,575.0,113.6904761904762,69,66.0,0,2
ART_00187-6,44,2997,13,5,496.9772727272728,99.79545454545456,73,67.5,2,2
ART_00187-7,4024,325862,22,286,565.3367296222664,76.96719681908546,167,77.0,3,1
ART_00187-8,446,97574,2,226,574.4887892376682,88.4618834080718,255,213.0,0,0
ART_00187-9,56,4679,16,23,542.125,341.4107142857144,119,80.0,3,4
ART_00188-0,31,2121,48,0,181.64516129032256,434.5,74,68.0,0,4
ART_00188-1,186,12910,180,5,325.17741935483866,434.05913978494624,81,69.0,0,4
ART_00188-2,85,5821,11,10,529.2588235294119,310.75882352941176,75,68.0,3,4
ART_00188-3,8629,657653,43,653,566.5316954455906,23.35015644918297,104,75.0,0,2
ART_00188-4,4218,352721,38,254,566.5931721194878,75.78165007112375,160,80.0,3,1
ART_00188-5,221,42795,1,224,575.9864253393665,85.210407239819,222,194.0,0,0
ART_00188-6,24,1579,10,50,573.0,151.29166666666663,68,66.0,0,2
ART_00188-7,48,3334,12,29,572.3541666666666,242.95833333333337,79,68.5,0,2
ART_00188-8,121,9562,15,10,289.27272727272725,362.50826446280996,103,78.0,3,4
ART_00188-9,1243,85271,777,14,25.759452936444067,432.6279163314562,86,68.0,0,4
ART_00189-0,414,58101,42,56,532.7874396135265,351.2657004830918,255,141.0,2,3
ART_00189-1,8871,642837,22,623,567.1309886145867,30.641021305377077,120,72.0,3,1
ART_00189-2,3731,297754,17,247,568.6065398016617,89.64741356204769,143,78.0,0,2
ART_00189-3,6105,421154,219,185,480.3043407043407,219.08411138411134,86,68.0,0,2
ART_00189-4,35,2337,54,0,344.3428571428572,433.5,70,66.0,0,4
ART_00190-0,11241,856498,39,668,564.720576461169,40.31282804020992,181,74.0,0,1
ART_00190-1,5826,496204,56,552,566.1666666666666,65.07157569515965,225,76.0,2,1
ART_00190-2,286,31788,73,79,503.958041958042,380.3356643356643,215,78.5,0,3
ART_00190-3,472,33377,309,16,310.75847457627117,431.9915254237288,90,69.0,0,4
ART_00190-4,25,1697,37,1,59.75999999999999,433.3,74,67.0,2,4
ART_00191-0,31314,2317559,1018,868,351.79309573992464,41.999840327010304,205,69.0,1,1
ART_00191-1,33,2233,22,13,475.5151515151515,407.1969696969697,73,67.0,0,4
ART_00191-2,18987,1537860,184,732,546.5820824774846,37.973218517933326,234,77.0,3,1
ART_00191-3,990,70807,69,71,328.9848484848485,313.4484848484848,91,70.0,3,4
ART_00191-4,24,1638,4,7,92.33333333333336,336.7083333333333,73,67.5,3,4
ART_00191-5,404,27900,52,57,431.0148514851485,298.9603960396039,82,67.5,3,4
ART_00191-6,853,57417,31,176,28.405627198124307,173.3276670574443,76,67.0,3,4
ART_00191-7,187,42997,1,181,575.9732620320857,109.36631016042782,255,230.0,0,0
ART_00191-8,82,7596,12,10,448.89024390243895,145.2317073170732,128,92.5,3,2
ART_00191-9,148,11160,12,18,516.6418918918919,115.44594594594594,97,73.5,2,2
ART_00191-10,46,3086,15,58,24.239130434782624,33.1521739130435,71,67.0,3,4
ART_00191-11,41,7281,0,40,576.0,4.5,200,181.0,0,0
ART_00191-12,33,2283,7,6,506.1515151515152,50.80303030303031,77,68.0,3,2
ART_00191-13,60,3911,36,82,380.9666666666667,254.86666666666667,68,65.0,3,4
ART_00191-14,28,1986,2,11,363.0,356.57142857142856,77,70.5,2,4
ART_00191-15,90,6261,43,3,382.8444444444444,432.0666666666667,77,69.0,0,4
ART_00192-0,75,5087,97,3,32.039999999999964,434.1133333333333,77,67.0,0,4
ART_00192-1,622,47560,225,12,278.47909967845663,432.01929260450163,130,72.5,0,4
ART_00192-2,167,13804,35,52,535.2215568862275,352.09880239520965,145,74.0,0,2
ART_00192-3,15291,1164454,48,677,561.2840886796155,37.59620037930807,176,75.0,3,1
ART_00192-4,8062,721597,62,622,563.058422227735,42.16249069709749,242,76.0,3,1
ART_00192-5,771,59457,27,56,455.2243839169909,224.54539559014268,105,75.0,2,2
ART_00192-6,1654,129039,80,71,468.36154776299867,393.91596130592507,119,76.0,0,4
ART_00192-7,1360,97312,505,43,279.39779411764704,428.38308823529417,108,69.5,0,4
ART_00193-0,47,4367,23,4,181.74468085106383,432.2234042553192,135,90.0,3,4
ART_00193-1,42,6867,17,3,180.59523809523807,433.69047619047615,187,163.0,1,3
ART_00193-2,82,5504,105,0,325.7073170731708,434.5,73,67.0,0,4
ART_00193-3,9249,706992,31,650,566.5586549897288,38.5278949075576,175,75.0,3,1
ART_00193-4,4432,372907,46,329,566.3598826714801,103.48691335740074,195,79.0,0,2
ART_00193-5,185,41905,1,179,575.972972972973,133.36486486486484,251,226.0,0,0
ART_00193-6,96,6532,28,10,388.1875,40.916666666666686,73,67.0,1,2
ART_00193-7,42,7157,0,41,576.0,20.0,189,173.0,0,0
ART_00193-8,40,2621,7,40,573.125,83.0,68,65.0,2,2
ART_00193-9,38,2516,12,31,571.9473684210526,137.9473684210526,71,66.0,1,2
ART_00193-10,91,6051,13,51,570.2967032967033,194.95054945054952,72,66.0,1,2
ART_00193-11,261,34944,27,38,546.1302681992337,331.7911877394636,221,114.0,0,3
ART_00193-12,157,10739,39,34,502.3503184713377,382.7165605095541,75,68.0,3,4
ART_00193-13,112,7857,23,19,380.125,382.63392857142856,81,69.0,2,4
ART_00193-14,874,62309,397,25,273.8661327231121,431.0800915331808,90,70.0,3,4
ART_00193-15,44,3141,61,4,122.5454545454545,432.1590909090909,97,69.0,0,4
ART_00194-0,3441,239771,16,608,572.3350770124963,70.8748910200523,104,68.0,2,1
ART_00194-1,2461,201035,11,235,570.1121495327103,90.23669240146285,156,78.0,0,2
ART_00194-2,174,20386,22,27,529.3390804597701,357.5632183908046,175,118.5,1,3
ART_00195-0,723,74956,25,62,561.4896265560166,289.8720608575381,216,99.0,1,3
ART_00195-1,13216,970710,31,642,563.168053874092,44.04199455205811,102,73.0,0,2
ART_00195-2,4839,382562,29,246,565.2153337466418,79.42229799545362,146,77.0,0,2
ART_00195-3,223,38616,1,225,575.9820627802691,96.5762331838565,203,176.0,0,0
ART_00195-4,27,1772,9,8,3.592592592592609,397.01851851851853,68,65.0,3,4
ART_00195-5,34,2252,62,1,336.9117647058823,433.4411764705883,74,65.0,0,4
ART_00196-0,7481,553194,28,619,567.9500066835985,36.653589092367326,116,73.0,3,1
ART_00196-1,3784,320030,24,276,568.3609936575052,81.40803382663847,192,79.0,0,2
ART_00196-2,28,1843,14,33,566.7142857142858,274.25,67,66.0,2,2
ART_00196-3,31,2246,16,34,559.5806451612904,312.04838709677415,88,71.0,1,4
ART_00196-4,273,38706,24,18,525.7582417582418,355.08608058608064,206,158.0,2,3
ART_00196-5,117,9617,6,21,416.0,375.7564102564103,104,80.0,2,4
ART_00196-6,400,27413,359,4,253.7625,433.1725,78,68.0,3,4
ART_00197-0,59,4247,33,2,167.03389830508473,434.0254237288136,85,71.0,0,4
ART_00197-1,27,1834,39,1,111.33333333333331,434.4259259259259,73,68.0,0,4
ART_00197-2,265,18888,89,33,33.67924528301887,416.9264150943396,85,70.0,2,4
ART_00197-3,199,13467,288,1,248.7889447236181,434.4447236180905,83,67.0,0,4
ART_00197-4,189,14145,21,12,58.518518518518476,405.8121693121693,94,74.0,2,4
ART_00197-5,27,1808,16,14,502.5925925925926,388.4259259259259,71,66.0,1,4
ART_00197-6,61,4298,11,9,10.868852459016352,392.5327868852459,79,70.0,3,4
ART_00197-7,275,19409,53,90,538.850909090909,329.62,119,67.0,3,4
ART_00197-8,14619,1098083,51,720,563.073397633217,34.00783227306931,130,74.0,3,1
ART_00197-9,22,1528,5,4,81.18181818181812,274.3181818181818,74,69.5,3,4
ART_00197-10,34,2437,7,6,8.411764705882321,272.61764705882354,81,71.5,2,4
ART_00197-11,27,1912,5,5,63.66666666666663,270.8703703703704,77,70.0,3,4
ART_00197-12,23,1596,5,4,136.43478260869563,269.32608695652175,74,69.0,3,4
ART_00197-13,70,4633,8,68,573.3857142857144,183.1,72,66.0,3,2
ART_00197-14,4081,339050,22,319,566.1504533202648,77.20619946091642,173,79.0,1,2
ART_00197-15,224,46046,1,225,574.9866071428571,85.01785714285711,237,206.5,3,0
ART_00197-16,52,9498,9,10,551.2307692307694,326.0,208,186.0,1,3
ART_00197-17,333,50638,31,23,499.21321321321335,384.46396396396386,232,174.0,2,3
ART_00197-18,58,4768,24,19,498.43103448275866,388.3620689655172,120,77.5,3,4
ART_00197-19,63,10137,12,11,495.74603174603175,391.67460317460313,189,165.0,2,3
ART_00198-0,283,19305,126,27,412.9434628975265,424.28445229681984,82,67.0,3,4
ART_00198-1,272,19465,116,72,144.46323529411762,391.68382352941177,116,69.0,3,4
ART_00198-2,80,6404,18,18,528.05,360.8625,125,75.0,3,4
ART_00198-3,17113,1335175,95,716,559.4078770525332,34.50426576287032,142,78.0,0,1
ART_00198-4,21,1413,6,12,568.1904761904761,286.88095238095235,71,67.0,2,2
ART_00198-5,18360,1345261,185,672,533.4337690631809,43.66568627450983,168,69.0,3,1
ART_00198-6,93,7095,9,12,435.83870967741933,160.60752688172042,92,76.0,3,4
ART_00198-7,178,12281,90,8,366.0056179775282,431.2584269662922,81,68.0,3,4
ART_00198-8,265,17873,248,7,291.47547169811315,432.9037735849057,78,67.0,0,4
ART_00198-9,26,1715,48,1,95.92307692307692,433.46153846153845,69,65.0,3,4
ART_00199-0,34,2350,49,1,180.70588235294116,434.2352941176471,76,68.5,0,4
ART_00199-1,148,10344,115,2,76.04054054054052,434.0472972972973,81,69.0,0,4
ART_00199-2,11539,887717,82,713,563.1350203657163,70.32736805615735,201,75.0,0,1
ART_00199-3,29,1895,2,50,574.655172413793,166.5,68,65.0,0,2
ART_00199-4,3160,266269,16,254,568.926582278481,76.58734177215189,154,84.0,0,2
ART_00199-5,20,1357,34,0,323.1,433.5,71,67.5,0,4
ART_00200-0,3916,273032,18,588,571.7622574055157,80.57737487231867,121,68.0,3,1
ART_00200-1,2083,174784,10,233,570.8694191070573,100.69155064810366,176,76.0,0,2
ART_00201-0,415,62061,30,16,98.89397590361445,427.6349397590362,197,165.0,2,3
ART_00201-1,5547,393783,25,620,570.400216333153,64.76392644672796,125,70.0,0,2
ART_00201-2,2400,192543,12,235,570.2066666666667,90.47791666666672,168,76.0,0,2
ART_00201-3,436,59613,29,44,542.2155963302754,333.83027522935777,190,149.0,1,3
ART_00201-4,4295,695515,175,76,441.3222351571595,402.7577415599534,207,176.0,2,3
ART_00202-0,2207,182525,11,232,571.5464431354782,86.70752152242865,178,76.0,0,2
ART_00202-1,1892,132594,9,492,572.8504228329808,65.71617336152218,133,66.0,3,1
ART_00203-0,4335,306458,18,604,570.8583621683968,20.725374855824672,136,69.0,3,1
ART_00203-1,2409,188475,13,248,571.2191780821918,109.97862183478622,129,77.0,0,2
ART_00203-2,92,6318,27,35,529.3152173913044,359.30434782608705,75,68.5,1,4
ART_00204-0,1648,211401,127,98,493.82524271844665,385.116504854369,184,133.0,1,3
ART_00204-1,3222,222514,13,571,571.6219739292363,73.11483550589695,111,67.0,3,1
ART_00204-2,2112,165462,10,233,571.7888257575758,85.72821969696969,135,75.0,3,2
ART_00205-0,3442,240453,12,574,571.458163858222,59.929982568274276,129,67.0,0,2
ART_00205-1,2358,185524,13,233,571.2103477523325,89.52078032230702,150,75.0,0,2
ART_00206-0,4195,290306,20,587,570.7518474374256,59.22586412395708,109,68.0,0,2
ART_00206-1,2935,241601,15,239,569.9867120954002,81.53032367972742,172,77.0,0,2
ART_00206-2,60,5090,17,17,525.8666666666667,362.4666666666667,129,80.5,2,3
ART_00206-3,36,5728,8,7,524.6944444444445,365.72222222222223,178,161.5,1,3
ART_00207-0,23,1555,37,1,97.0,434.2826086956522,72,68.0,2,4
ART_00207-1,91,6504,89,4,198.35164835164838,433.57692307692315,91,71.0,0,4
ART_00207-2,10409,800581,52,717,565.0885771928139,54.89590738783744,214,73.0,3,1
ART_00207-3,3389,286681,19,251,568.1909117733844,84.11965181469462,190,77.0,0,2
ART_00207-4,25,1734,24,2,198.76,432.94000000000005,78,69.0,3,4
ART_00208-0,3853,264639,15,557,570.7775759148715,78.93758110563192,106,67.0,0,2
ART_00208-1,2102,159831,12,232,571.7478591817318,88.86774500475735,119,75.0,0,2
ART_00209-0,605,46197,485,3,189.46611570247933,434.2289256198347,118,73.0,3,4
ART_00209-1,663,100049,47,84,543.3227752639517,332.95098039215685,232,163.0,0,3
ART_00209-2,3470,239184,13,557,571.6089337175792,59.6677233429395,114,68.0,1,1
ART_00209-3,2291,192754,12,235,571.3801833260585,129.08882584024445,171,78.0,0,2
ART_00209-4,308,78540,307,0,222.5,433.5,255,255.0,0,3
ART_00210-0,1632,220074,73,116,538.1954656862745,335.4001225490196,212,139.0,1,3
ART_00210-1,5209,373199,21,604,570.2251871760417,36.24064119792666,120,71.0,3,1
ART_00210-2,2970,251047,15,241,570.1185185185185,99.76666666666664,167,81.0,0,2
ART_00210-3,270,30400,21,32,546.7555555555557,330.1444444444444,166,112.0,3,3
ART_00211-0,3488,242037,14,553,571.0670871559632,87.80017201834858,136,68.0,0,2
ART_00211-1,2112,162767,10,231,571.8077651515151,93.22916666666669,137,76.0,0,2
ART_00212-0,4112,299655,22,600,570.3835116731518,87.74854085603113,153,70.0,3,1
ART_00212-1,2262,187480,12,238,571.5128205128206,92.68700265251988,164,79.0,0,2
ART_00212-2,138,12590,21,15,511.16666666666674,189.32608695652172,132,88.0,2,2
ART_00212-3,744,76993,47,25,437.2432795698925,258.114247311828,164,104.0,2,3
ART_00213-0,3227,220940,13,538,571.2308645801054,88.02277657266814,117,67.0,0,2
ART_00213-1,2362,195002,12,235,571.2061812023709,93.9796782387807,176,75.0,0,2
ART_00214-0,253,18632,40,65,546.0276679841896,333.00592885375494,138,67.0,3,4
ART_00214-1,24,4320,6,6,529.3333333333334,361.79166666666674,200,182.5,2,3
ART_00214-2,4640,364199,27,600,569.7230603448277,90.7219827586207,228,70.0,3,1
ART_00214-3,2732,231935,14,279,570.7983162518302,92.08857979502199,184,80.0,3,1
ART_00214-4,638,86810,11,93,572.6253918495297,112.04388714733544,232,130.0,2,0
ART_00214-5,139,9735,160,2,324.3884892086332,433.2913669064748,80,70.0,0,4
ART_00214-6,59,4058,65,1,196.59322033898303,433.31355932203394,75,68.0,0,4
ART_00215-0,274,25505,37,44,532.7043795620439,352.8759124087592,206,69.0,3,3
ART_00215-1,5072,360785,20,587,569.8239353312304,70.3063880126183,125,70.0,0,2
ART_00215-2,2615,216563,14,240,570.8305927342258,84.45717017208416,157,80.0,0,2
ART_00215-3,42,3496,12,10,508.0,380.1428571428571,116,79.0,2,3
ART_00215-4,20,1385,36,3,399.4,431.75,83,68.0,0,4
ART_00215-5,21,1436,34,0,191.3809523809524,433.5,72,68.0,0,4
ART_00215-6,23,1600,38,0,145.39130434782606,433.5,73,69.0,0,4
ART_00216-0,4310,298874,13,573,570.7860788863109,59.56705336426915,112,68.0,0,2
ART_00216-1,2372,184778,12,238,571.2268128161887,87.09991568296795,139,76.0,0,2
ART_00217-0,176,20456,34,6,246.01704545454544,432.21590909090907,178,118.0,2,3
ART_00217-1,5900,579260,58,482,564.2077966101696,153.25813559322037,230,82.0,3,1
ART_00217-2,9995,755659,38,669,566.0608304152076,33.38584292146072,173,74.0,3,1
ART_00217-3,222,19360,23,25,472.78828828828836,125.04054054054052,138,83.0,2,2
ART_00217-4,885,92849,64,161,554.0045197740113,307.62203389830506,209,79.0,3,3
ART_00217-5,32,2116,8,10,142.625,375.53125,69,66.0,3,4
ART_00217-6,691,102438,76,21,184.92040520984082,425.7821997105645,199,171.0,0,3
ART_00217-7,149,10029,178,8,339.3355704697986,432.74832214765104,73,67.0,0,4
ART_00218-0,3768,264141,14,592,571.4325902335456,47.38720806794055,114,68.0,0,2
ART_00218-1,2339,200429,15,238,571.3552800342027,90.80055579307395,173,78.0,0,2
ART_00219-0,265,35464,26,31,536.5547169811322,345.86226415094336,227,122.0,1,3
ART_00219-1,4930,343945,18,598,570.4707910750508,40.16693711967548,105,69.0,0,2
ART_00219-2,2698,223975,13,243,570.5841363973312,84.34507042253524,167,77.0,3,1
ART_00220-0,4227,299006,15,565,570.5871776673764,72.52271114265437,151,69.0,3,1
ART_00220-1,2730,236078,14,236,570.4575091575092,96.23260073260076,223,76.0,0,2
ART_00220-2,366,50123,29,30,529.4672131147541,354.05191256830597,195,155.0,1,3
ART_00221-0,1819,136504,8,230,572.4084661902144,89.3317757009346,117,74.0,0,2
ART_00221-1,1654,114742,10,410,572.735792019347,110.6082224909311,117,66.0,3,1
ART_00222-0,3535,240636,14,570,571.4571428571427,65.47397454031119,108,67.0,1,1
ART_00222-1,1974,149146,10,231,572.0263424518744,123.21428571428572,122,74.0,0,2
ART_00223-0,5492,387928,18,575,569.7765841223597,41.94410050983248,111,70.0,3,1
ART_00223-1,2852,243412,14,238,570.3239831697055,85.26297335203367,183,80.0,0,2
ART_00224-0,168,12383,114,3,3.5357142857143344,433.97023809523813,97,70.0,0,4
ART_00224-1,132,9231,143,1,136.90909090909088,434.3484848484849,81,69.0,0,4
ART_00224-2,263,20786,163,3,346.94296577946767,433.56463878327,136,73.0,3,4
