,NumPixels,Volume,DeltaX,DeltaY,CentroidX,CentroidY,MaxIntensity,MedianIntensity,Shape
ART_00065-0,0.0015258704397281176,0.0026015931736051924,0.013032145960034752,0.03686635944700461,0.9736838833058534,0.7018187608108793,0.5291005291005291,0.3684210526315789,1
ART_00065-1,0.0021500901650714386,0.004033705904612118,0.0008688097306689834,0.25806451612903225,0.9982523448715621,0.20262494946039245,0.5396825396825397,0.39999999999999997,0
ART_00065-2,0.0024077046548956664,0.004452453125110091,0.0069504778453518675,0.04032258064516129,0.9944718682636259,0.007730428004009091,0.582010582010582,0.43684210526315786,2
ART_00065-3,0.002100548917028318,0.002362032737992033,0.0026064291920069502,0.26036866359447003,0.9964963109952201,0.22636856814072004,0.2751322751322751,0.09473684210526312,0
ART_00065-4,0.0010403662089055346,0.001829998575623938,0.004344048653344917,0.029953917050691243,0.9967417951759588,0.36823935558112775,0.5925925925925926,0.4236842105263157,2
ART_00066-0,0.004706418564096466,0.005928222775179162,0.004344048653344917,0.2557603686635945,0.9981260709107687,0.4168105101649405,0.5185185185185185,0.10263157894736841,0
ART_00066-1,0.0002774309890414759,0.00019231149156488916,0.0017376194613379669,0.03686635944700461,0.9995255041518387,0.044251490741709434,0.07407407407407407,0.02105263157894738,0
ART_00066-2,0.00622238075421596,0.019440591844141483,0.0017376194613379669,0.25921658986175117,0.9966385504764013,0.21995284296562123,0.9999999999999999,0.8473684210526315,0
ART_00066-3,0.004845134058617204,0.007184188127058765,0.004344048653344917,0.2638248847926267,0.9924490485269656,0.19908871940850634,0.5978835978835978,0.19736842105263158,0
ART_00067-0,0.00036660523551909315,0.00026857294511648314,0.04691572545612511,0.001152073732718894,0.6314899546216272,0.9994520247684806,0.037037037037037035,0.01315789473684209,0
ART_00067-1,0.010046965103144878,0.018972661512295017,0.06602953953084274,0.07027649769585254,0.8578522504987288,0.8897698616956764,0.6560846560846559,0.4105263157894737,2
ART_00067-2,0.0035372451102788183,0.0036519841724326724,0.016507384882710686,0.03225806451612903,0.9109664903691762,0.7398991665024256,0.18518518518518523,0.04736842105263156,3
ART_00067-3,0.0001684402433466104,0.00012779319662178335,0.006081668114682884,0.014976958525345621,0.9806247528667458,0.6782090176796736,0.1957671957671957,0.08947368421052632,3
ART_00067-4,0.0007431187206468105,0.0006433869369379949,0.017376194613379668,0.02534562211981567,0.060476472914195216,0.6661104718066744,0.07407407407407407,0.01578947368421052,2
ART_00067-5,0.0001684402433466104,0.0003090523036139778,0.0034752389226759338,0.008064516129032258,0.9812574139976276,0.681975101998117,0.5026455026455027,0.4131578947368421,3
ART_00067-6,0.04444840774428789,0.04363992602086386,0.036490008688097306,0.6417050691244239,0.9883647969019185,0.03950337703920825,0.46031746031746035,0.02105263157894738,3
ART_00067-7,0.03734419277490438,0.0794785263910911,0.02780191138140747,0.31105990783410137,0.9849764355102434,0.11486257800479688,0.9417989417989417,0.5263157894736843,1
ART_00067-8,0.00018825674256385864,9.739913904687272e-05,0.004344048653344917,0.00576036866359447,0.6579807565572688,0.10337552742616038,0.021164021164021163,0.010526315789473661,3
ART_00067-9,0.00022788974099835523,0.0005819080477523801,0.0026064291920069502,0.014976958525345621,0.996333954696944,0.0770179187900707,0.708994708994709,0.6342105263157893,2
ART_00067-10,0.0026355943958940213,0.0024543201491740345,0.016507384882710686,0.03225806451612903,0.8466263666195379,0.04828470609217029,0.0582010582010582,0.01578947368421052,3
ART_00067-11,0.0012385312010780175,0.00138127176197253,0.014769765421372719,0.009216589861751152,0.7357617787511026,0.06938125165973262,0.23809523809523803,0.08684210526315789,3
ART_00067-12,0.010631551830053702,0.01944929559699248,0.041702867072111204,0.09101382488479262,0.9444630046561923,0.753214728720236,0.5873015873015873,0.39999999999999997,1
ART_00067-13,0.0005053207300398312,0.00039678060615974263,0.07732406602953952,0,0.5797407219115404,0.997698504027618,0.042328042328042326,0.010526315789473661,0
ART_00068-0,0.029714840576263796,0.05669748946465979,0.11468288444830581,0.4930875576036866,0.9410297802481888,0.6610579832950005,0.9047619047619048,0.3736842105263158,2
ART_00068-1,0.011800725283871352,0.023774231835095104,0.0052128583840139004,0.2638248847926267,0.9944183260135601,0.1888381293994943,0.9999999999999999,0.3947368421052631,0
ART_00068-2,0.002972474882587242,0.005192272117444848,0.03388357949609035,0.016129032258064516,0.7494604878491465,0.9694089682884036,0.4973544973544973,0.3578947368421052,1
ART_00069-0,0.00023779799060697935,0.0003735705985570835,0.006081668114682884,0.003456221198156682,0.6809533548765357,0.9945240268243326,0.4126984126984127,0.30526315789473685,3
ART_00069-1,0.011097239561659037,0.020027611619758735,0.014769765421372719,0.26152073732718895,0.9909730503932164,0.14149290372075177,0.7513227513227513,0.34210526315789475,0
ART_00070-0,0.0019717416721162042,0.003580281827517315,0.011294526498696784,0.019585253456221197,0.5270253297048355,0.9818362327669847,0.5502645502645502,0.3947368421052631,2
ART_00070-1,0.01400035669698591,0.01811831218482571,0.02258905299739357,0.41359447004608296,0.9935069693669094,0.37321240470621836,0.6825396825396824,0.03157894736842104,3
ART_00070-2,0.0015060539405108693,0.0013323649602383556,0.013032145960034752,0.019585253456221197,0.9136185849244309,0.6067373729229733,0.026455026455026454,0.010526315789473661,3
ART_00070-3,0.02156035114836613,0.044114349628646785,0.011294526498696784,0.30069124423963134,0.9914221622484999,0.14212133347473654,0.9999999999999999,0.3684210526315789,0
ART_00070-4,0.018716683510691,0.03449670272829494,0.051259774109470024,0.07142857142857142,0.9431886004084407,0.678173336427918,0.5608465608465608,0.3842105263157895,2
ART_00071-0,0.009521827873887799,0.009170301634772017,0.10078192875760209,0.315668202764977,0.9547323101709609,0.4476528791333415,0.17989417989417988,0.010526315789473661,3
ART_00071-1,0.008887699898935853,0.009672908823215311,0.0052128583840139004,0.26152073732718895,0.9937698309367436,0.2431114592556115,0.4021164021164021,0.03157894736842104,0
ART_00071-2,0.00039632998434496557,0.0006914648098292172,0,0.05069124423963134,0.9982601818900751,0.0333716915995397,0.4814814814814815,0.35263157894736835,0
ART_00071-3,0.0017042189326833522,0.00395260903280997,0.0008688097306689834,0.20622119815668202,0.9982405229283813,0.2889157613465703,0.6666666666666666,0.5368421052631578,3
ART_00072-0,0.007441095456076729,0.00691575333674944,0.2198088618592528,0.013824884792626727,0.4523784418209092,0.9927241066481574,0.06878306878306878,0.010526315789473661,3
ART_00072-1,0.008649901908328874,0.008965279900948529,0.4291920069504778,0.014976958525345621,0.4147711602360229,0.9974756940530707,0.26455026455026454,0.0421052631578947,0
ART_00072-2,0.2816915363731843,0.3267869598993238,0.5134665508253692,0.9988479262672811,0.8301548383050618,0.1840384556626129,0.9999999999999999,0.0736842105263158,2
ART_00072-3,0.006608802488952301,0.010527672615106095,0.03996524761077324,0.07949308755760369,0.9436992788416276,0.764291879007069,0.4814814814814815,0.29473684210526313,0
ART_00072-4,0.0001684402433466104,0.00011328694187012149,0.0034752389226759338,0.004608294930875576,0.9859232898378807,0.6319698713254523,0.15343915343915338,0.05263157894736842,3
ART_00072-5,0.054198125359174044,0.11390753326387829,0.03909643788010426,0.5080645161290323,0.9838827699146525,0.025731986064914825,0.9999999999999999,0.36315789473684207,0
ART_00072-6,0.0008719259655589243,0.0008880591004160256,0.026064291920069503,0.08064516129032258,0.8745086034260638,0.47253671875966696,0.2592592592592592,0.04736842105263156,1
ART_00072-7,0.004825317559399956,0.006895306425289955,0.024326672458731536,0.07603686635944701,0.7684592065374981,0.5284225396914499,0.8042328042328043,0.08421052631578946,3
ART_00072-8,0.0004656877316053346,0.00040949084841834153,0.0034752389226759338,0.03571428571428571,0.9951820421571312,0.5644418872266973,0.15873015873015872,0.0368421052631579,1
ART_00072-9,0.0009710084616451657,0.0009167953003050319,0.012163336229365768,0.020737327188940093,0.925863478791648,0.62431988559554,0.1111111111111111,0.0368421052631579,0
ART_00072-10,0.0007728434694726829,0.00086553986684916,0.008688097306689834,0.05184331797235023,0.86488111401716,0.7315291083782773,0.35449735449735453,0.0789473684210526,3
ART_00072-11,0.0010205497096882864,0.001169618597405425,0.008688097306689834,0.03456221198156682,0.8589941859613667,0.8752290840898437,0.417989417989418,0.06052631578947365,2
ART_00072-12,0.0019618334225075798,0.0017806773094682876,0.044309296264118156,0.006912442396313364,0.10255382391840856,0.9936623830120119,0.037037037037037035,0.01578947368421052,1
ART_00072-13,0.0008422012167330519,0.0006974054665370406,0.06516072980017376,0.006912442396313364,0.24588550590923064,0.9957294463623575,0.021164021164021163,0.005263157894736803,0
ART_00073-0,0.014723658918415473,0.018919195601924607,0.010425716768027801,0.3444700460829493,0.9948645610316705,0.3115331806720646,0.5502645502645502,0.0789473684210526,2
ART_00073-1,0.03730455977646989,0.06770055277119891,0.09296264118158123,0.4596774193548387,0.942825515793978,0.5989371606132847,0.6666666666666666,0.3736842105263158,0
ART_00073-2,0.004607336068010225,0.007928842537644075,0.049522154648132054,0.09101382488479262,0.9407832546713444,0.7653943148152681,0.5714285714285714,0.3368421052631579,0
ART_00074-0,0.00840219566811327,0.011626141486824797,0.004344048653344917,0.3824884792626728,0.9975687418674906,0.35272651725379994,0.8201058201058201,0.10526315789473684,0
ART_00074-1,0.012216871767433565,0.013979746781580149,0.0069504778453518675,0.2638248847926267,0.9907514192395674,0.20126935496764328,0.4391534391534392,0.03157894736842104,0
ART_00074-2,0.00041614648356221387,0.0009473275126871013,0.0008688097306689834,0.052995391705069124,0.9966314159999325,0.004627475944470271,0.6878306878306878,0.5210526315789474,0
ART_00074-3,0.0027346768919802628,0.007743991405665755,0.0017376194613379669,0.2569124423963134,0.9971333246089137,0.19056140940009567,0.9999999999999999,0.7157894736842105,0
ART_00074-4,0.0011592652042090243,0.003976647969255581,0,0.14631336405529954,0.9982601818900751,0.3140976060668942,0.9999999999999999,0.9447368421052631,0
ART_00075-0,0.009135406139151456,0.013429614339474268,0.05647263249348392,0.08179723502304148,0.34006090301797964,0.6917534693127664,0.4126984126984127,0.24210526315789477,0
ART_00075-1,0.0001981649921724828,0.00010278717652606145,0.006081668114682884,0.041474654377880185,0.9981905891656782,0.5179746835443038,0.010582010582010581,0,0
ART_00075-2,0.001624952935814359,0.0015641887266506286,0.006081668114682884,0.09907834101382489,0.9973130619722465,0.3279767943838051,0.1957671957671957,0.02631578947368418,3
ART_00075-3,0.004894675306660325,0.004467788308704705,0.013900955690703735,0.21658986175115208,0.9953558362276153,0.11823647294589176,0.10582010582010581,0,0
ART_00075-4,0.015664942631234767,0.021968824815145414,0.008688097306689834,0.26152073732718895,0.9926030305704768,0.18826846529689448,0.6984126984126983,0.06842105263157894,0
ART_00075-5,0.0007629352198640588,0.0006348213388941564,0.006081668114682884,0.013824884792626727,0.9946956764941317,0.43647029105503937,0.015873015873015872,0.010526315789473661,2
ART_00075-6,0.00044587123238808634,0.0003311570727593673,0.004344048653344917,0.026497695852534562,0.9974250691973111,0.548446490218642,0.010582010582010581,0.005263157894736803,1
ART_00076-0,0.0073519212095991115,0.011463947743220501,0.10425716768027801,0.11981566820276497,0.8786226492896589,0.8681800466153067,0.5767195767195766,0.26842105263157895,2
ART_00076-1,0.014614668172720606,0.017370065749254274,0.02519548218940052,0.48847926267281105,0.995736270077907,0.24381239697695395,0.7883597883597883,0.0368421052631579,2
ART_00076-2,0.020906406674196937,0.04250802368581275,0.010425716768027801,0.26497695852534564,0.990644467440106,0.22035762962237515,0.9999999999999999,0.36315789473684207,0
ART_00076-3,0.0003765134851277173,0.0006563734888109112,0.0026064291920069502,0.04838709677419355,0.993364414650519,0.012872320496694895,0.46031746031746035,0.36315789473684207,3
ART_00076-4,0.007530269702554346,0.011275090121834579,0.07645525629887054,0.09331797235023041,0.8787107978818255,0.8648976736839731,0.4973544973544973,0.24210526315789477,3
ART_00077-0,0.039068228206804986,0.051929628914806424,0.0625543006081668,0.6486175115207373,0.9828472795611433,0.3330220367656403,0.6772486772486773,0.0368421052631579,3
ART_00077-1,0.002972474882587242,0.00438116524461621,0.019113814074717635,0.019585253456221197,0.5115218222714868,0.49738346318549675,0.38095238095238093,0.25789473684210523,3
ART_00077-2,0.0005350454788657035,0.0012911948277050675,0.0034752389226759338,0.016129032258064516,0.9971101326309721,0.08182013223849743,0.6455026455026455,0.5842105263157895,2
ART_00077-3,0.018122188534173553,0.02086413897710457,0.011294526498696784,0.3225806451612903,0.9896512127801687,0.22771884603945666,0.544973544973545,0.0421052631578947,0
ART_00077-4,0.00265541089511127,0.006568293996745348,0.0017376194613379669,0.26036866359447003,0.9967944010648636,0.18323870222604402,0.8148148148148148,0.5999999999999999,2
ART_00077-5,0.0016447694350316072,0.005417049988692028,0,0.20391705069124424,0.9982601818900751,0.2388912442210243,0.9788359788359787,0.8894736842105264,0
ART_00077-6,0.004042565840318649,0.005102471492791703,0.014769765421372719,0.04838709677419355,0.46544615151889407,0.3280523381360112,0.417989417989418,0.09999999999999998,2
ART_00077-7,0.012761825495907892,0.02072999065935349,0.02780191138140747,0.0771889400921659,0.3364847735334313,0.3699454529434852,0.5079365079365079,0.30526315789473685,3
ART_00077-8,0.0006737609733864416,0.0010606144545572227,0.010425716768027801,0.013824884792626727,0.9346019055666595,0.7937481280640636,0.492063492063492,0.31578947368421045,1
ART_00077-9,0.001852842676812714,0.0030624776102865644,0.01998262380538662,0.03110599078341014,0.9226143403189667,0.8160001917913311,0.5291005291005291,0.3105263157894737,1
ART_00077-10,0.000564770227691576,0.00046364753282454596,0.013032145960034752,0.008064516129032258,0.5997295883876068,0.9374141579123204,0.0582010582010582,0.01578947368421052,3
ART_00078-0,0.02800071339397182,0.060279014685441536,0.03301476976542137,0.25460829493087556,0.9809037908407999,0.3414461540587747,0.7037037037037036,0.5315789473684209,2
ART_00078-1,0.008422012167330519,0.026327470826194757,0.0026064291920069502,0.25806451612903225,0.995777634411586,0.22423973243426928,0.9999999999999999,0.8736842105263158,0
ART_00078-2,0.0040128410914927765,0.005636854286881495,0.0052128583840139004,0.2626728110599078,0.9906304429592336,0.24732661595890992,0.5026455026455027,0.1157894736842105,3
ART_00078-3,0.00036660523551909315,0.0006251505023930485,0.0017376194613379669,0.04723502304147465,0.9932478487638633,0,0.455026455026455,0.35263157894736835,0
ART_00079-0,0.0027346768919802628,0.004295785573792143,0.02258905299739357,0.02880184331797235,0.9162039206415544,0.8245948834714094,0.48677248677248675,0.29473684210526313,2
ART_00079-1,0.013247329726730475,0.018232289900731627,0.008688097306689834,0.271889400921659,0.9950761332477683,0.2512557901831421,0.6507936507936508,0.11052631578947364,0
ART_00079-2,0.01878604125795137,0.033847375134649124,0.028670721112076452,0.3629032258064516,0.9778637661100722,0.5354065360790669,0.6402116402116401,0.4052631578947368,3
ART_00080-0,0.0017438519311178487,0.0018469916169044564,0.08253692441355343,0.013824884792626727,0.6813153059864687,0.9899929429267146,0.33333333333333337,0.05263157894736842,0
ART_00080-1,0.0033886213661494563,0.0062802412238194905,0.02258905299739357,0.0587557603686636,0.9613128630081258,0.7285163310042018,0.7142857142857143,0.41578947368421054,1
ART_00080-2,0.0033886213661494563,0.0064523821135392114,0.019113814074717635,0.03917050691244239,0.9608565994692119,0.7247556733202231,0.5767195767195766,0.43684210526315786,2
ART_00080-3,0.01790420704278382,0.032680519633386876,0.009556907037358817,0.27880184331797236,0.9937234045338967,0.2209448834899417,0.9999999999999999,0.16842105263157897,0
ART_00080-4,0.009264213384063571,0.011851195667686294,0.00781928757602085,0.37557603686635943,0.9944066698636245,0.3744387043067356,0.671957671957672,0.08947368421052632,0
ART_00080-5,0.00036660523551909315,0.0006904977261791063,0.0017376194613379669,0.04838709677419355,0.9966860607430001,0.02548084826565836,0.47619047619047616,0.4105263157894737,0
ART_00080-6,0.0021996314131145596,0.004121019742736406,0.013900955690703735,0.027649769585253454,0.9602447729683687,0.7249560231771797,0.582010582010582,0.43684210526315786,2
ART_00081-0,0.0006440362245605691,0.0005545533959349605,0.009556907037358817,0.008064516129032258,0.7115630119188837,0.9867499589018576,0.047619047619047616,0.02631578947368418,2
ART_00081-1,0.0007431187206468105,0.0006146507370489884,0.010425716768027801,0.009216589861751152,0.020656385923289847,0.8276467203682394,0.021164021164021163,0.010526315789473661,3
ART_00081-2,0.05873610367992391,0.059364844326472516,0.017376194613379668,0.6820276497695853,0.989762843381514,0.15106336057591313,0.6560846560846559,0.02105263157894738,3
ART_00081-3,0.024017597051304917,0.027587166357867645,0.011294526498696784,0.34101382488479265,0.9868650537258947,0.20282584668095202,0.5132275132275131,0.05789473684210522,0
ART_00081-4,0.00039632998434496557,0.0009630771607031913,0.0008688097306689834,0.05184331797235023,0.9965590264048151,0.0012018923411328882,0.7248677248677248,0.5842105263157895,3
ART_00081-5,0.003943483344232408,0.012660092063600394,0.0017376194613379669,0.2569124423963134,0.997474457582367,0.2291130674144148,0.9999999999999999,0.8789473684210527,0
ART_00082-0,0.002110457166636942,0.0019184176522054962,0.13727193744569938,0.006912442396313364,0.3887332629570378,0.9965899853253237,0.047619047619047616,0.010526315789473661,0
ART_00082-1,0.001496145690902245,0.0013475619890258108,0.09904430929626411,0.00576036866359447,0.12664476685828993,0.9981410994069222,0.06349206349206349,0.01578947368421052,1
ART_00082-2,0.0056972435249588805,0.009294779116021992,0.13987836663770634,0.029953917050691243,0.24296914413493126,0.9812309035355741,0.8465608465608466,0.1526315789473684,1
ART_00082-3,0.00015853199373798622,7.15641901081987e-05,0.026064291920069503,0.008064516129032258,0.7233689205219455,0.9887117102306977,0.031746031746031744,0.010526315789473661,0
ART_00082-4,0.1822721598002497,0.2073663590557782,0.059079061685490875,0.8594470046082949,0.9700754310699112,0.0686231904767772,0.9100529100529099,0.05789473684210522,3
ART_00082-5,0.05979628638804669,0.09974321165993413,0.07298001737619461,0.7119815668202765,0.980141301302245,0.15589243935710523,0.9999999999999999,0.1157894736842105,0
ART_00082-6,0.00040623823395358975,0.000356715712083724,0.03388357949609035,0.00576036866359447,0.2007048670208193,0.9932956421674088,0.22751322751322756,0.02631578947368418,3
ART_00082-7,0.00015853199373798622,7.391282182989632e-05,0.0069504778453518675,0.003456221198156682,0.3096236042855259,0.9957257931941476,0.031746031746031744,0.010526315789473661,1
ART_00083-0,0.0007530269702554347,0.0008059951449637668,0.021720243266724587,0.009216589861751152,0.0448183784153205,0.9887198283822758,0.30687830687830686,0.06842105263157894,3
ART_00083-1,0.0007530269702554347,0.0027100446972247597,0.012163336229365768,0.006912442396313364,0.04552719320084541,0.9944025344869226,0.9999999999999999,1,2
ART_00083-2,0.10561203257832472,0.11278129527592069,0.04691572545612511,0.7407834101382489,0.9822451757660651,0.06965025203366428,0.8201058201058201,0.0421052631578947,3
ART_00083-3,0.04223886808156471,0.05030838225279925,0.08688097306689835,0.511520737327189,0.9705229645391807,0.34278916722298725,0.6243386243386243,0.0736842105263158,0
ART_00083-4,0.008461645165765015,0.02910852709429908,0.0034752389226759338,0.25921658986175117,0.9957810929883896,0.198047881297465,0.9999999999999999,1,0
ART_00083-5,0.00039632998434496557,0.0010922519053965616,0.0026064291920069502,0.05184331797235023,0.9933113659329557,0.02426799641989511,0.8042328042328043,0.6947368421052631,0
ART_00083-6,0.0005251372292570794,0.00043339163005679405,0.0677671589921807,0.014976958525345621,0.6809233580125715,0.9909924209356771,0.07407407407407407,0.01315789473684209,0
ART_00084-0,0.0027743098904147593,0.0026855912963576725,0.21285838401390095,0.013824884792626727,0.5629576907868723,0.9973674116245733,0.14814814814814814,0.02631578947368418,2
ART_00084-1,0.000564770227691576,0.00048782462407731585,0.07037358818418765,0.002304147465437788,0.21478080077552006,0.9994803073610751,0.13756613756613756,0.023684210526315752,0
ART_00084-2,0.00017834849295523451,0.00010430687940480698,0.012163336229365768,0.001152073732718894,0.06980246531538495,0.9991994796617802,0.07936507936507936,0.03157894736842104,0
ART_00084-3,0.11384578800309138,0.13728539895723516,0.04517810599478714,0.8087557603686636,0.9813222693312598,0.09946136585126565,0.9999999999999999,0.0421052631578947,1
ART_00084-4,0.0015952281869884865,0.0018912011551952355,0.013032145960034752,0.04377880184331797,0.9266865802474428,0.758883635809059,0.328042328042328,0.09999999999999998,3
ART_00084-5,0.00022788974099835523,0.00015045058499580768,0.004344048653344917,0.006912442396313364,0.8334124159746935,0.7267795495643596,0.05291005291005291,0.03157894736842104,3
ART_00084-6,0.0008223847175158036,0.0007428583980922479,0.0052128583840139004,0.05529953917050691,0.9947212336892051,0.5713986818704886,0.10582010582010581,0.02631578947368418,3
ART_00084-7,0.00015853199373798622,7.41891314442137e-05,0.0017376194613379669,0.03456221198156682,0.9977630910015253,0.32719601074031457,0.042328042328042326,0.01578947368421052,2
ART_00084-8,0.046628222658185205,0.07414837577610188,0.041702867072111204,0.5299539170506913,0.9747595269108862,0.36320962690703323,0.9999999999999999,0.09999999999999998,2
ART_00084-9,0.006192656005390087,0.021392857424100856,0.0026064291920069502,0.25921658986175117,0.9966391132701926,0.21687033079438134,0.9999999999999999,1,0
ART_00084-10,0.00039632998434496557,0.0010068722345724945,0.0017376194613379669,0.05184331797235023,0.9949351961688855,0.008208668968162632,0.7460317460317459,0.6210526315789473,2
ART_00084-11,0.00017834849295523451,9.546497174665116e-05,0.0052128583840139004,0.004608294930875576,0.26723399865903347,0.9942962925901837,0.05291005291005291,0.02105263157894738,3
ART_00085-0,0.00015853199373798622,8.33073487166869e-05,0.019113814074717635,0.003456221198156682,0.30059311981020165,0.9982464792591373,0.10052910052910052,0.02105263157894738,2
ART_00085-1,0.0006539444741691932,0.000649465748452977,0.0312771503040834,0.008064516129032258,0.6654158243251523,0.9939383134248527,0.21164021164021163,0.05263157894736842,1
ART_00085-2,0.09627846144700078,0.10198173400032631,0.11468288444830581,0.8306451612903226,0.9808770331628932,0.129360550105357,0.7671957671957671,0.0421052631578947,3
ART_00085-3,0.02718823692606464,0.03285362760675671,0.017376194613379668,0.40898617511520735,0.9850314884984237,0.1910162121930727,0.6560846560846559,0.0789473684210526,3
ART_00085-4,0.006202564254998711,0.02120455242194357,0.0017376194613379669,0.26036866359447003,0.996644439556611,0.20045081600980416,0.9999999999999999,1,0
ART_00085-5,0.00038642173473634145,0.0011024753611263043,0.0017376194613379669,0.052995391705069124,0.9948991696322655,0.020974997384663692,0.8253968253968252,0.7315789473684211,3
ART_00085-6,0.0015258704397281176,0.0023986437618890846,0.018245004344048653,0.02304147465437788,0.9216753582965898,0.8165027393591998,0.798941798941799,0.17368421052631572,1
ART_00085-7,0.0002774309890414759,0.00018733791850717647,0.05039096437880104,0.00576036866359447,0.29706076182944513,0.9957457195662028,0.0582010582010582,0.01578947368421052,3
ART_00086-0,0.0008620177159503002,0.0009420776300150713,0.017376194613379668,0.006912442396313364,0.5279986934172297,0.991894731575524,0.34391534391534384,0.0736842105263158,3
ART_00086-1,0.0001486237441293621,0.0005624282199430056,0.0069504778453518675,0.002304147465437788,0.5240727560300513,0.9983889528193326,0.9999999999999999,1,3
ART_00086-2,0.0018231179279868419,0.001727487708712194,0.10773240660295395,0.02534562211981567,0.31091235844102577,0.9927545497165753,0.15873015873015872,0.02105263157894738,2
ART_00086-3,0.001763668430335097,0.0019967514278644706,0.06689834926151172,0.021889400921658985,0.11615338575259232,0.9739163789796703,0.365079365079365,0.0789473684210526,3
ART_00086-4,0.006658343736995422,0.02260364615403957,0.034752389226759335,0.019585253456221197,0.12153576854134579,0.9814588492860095,0.9999999999999999,1,2
ART_00086-5,0.0010007332104710381,0.0008666451053064295,0.059079061685490875,0.003456221198156682,0.09440826040570893,0.9980676118722454,0.06349206349206349,0.010526315789473661,0
ART_00086-6,0.00022788974099835523,0.0001305562927649571,0.0156385751520417,0.002304147465437788,0.29742416539569566,0.998684859444353,0.010582010582010581,0.005263157894736803,3
ART_00086-7,0.00041614648356221387,0.0003471830303897747,0.036490008688097306,0.010368663594470046,0.7129300118623961,0.990059496119286,0.10582010582010581,0.0368421052631579,3
ART_00086-8,0.14117274042367675,0.15853125966651915,0.06516072980017376,0.8790322580645161,0.9757133452054394,0.10283705035509455,0.9999999999999999,0.04736842105263156,3
ART_00086-9,0.00035669698591046903,0.0009705375202897603,0.018245004344048653,0.02534562211981567,0.910844930513362,0.8433860057818069,0.7777777777777778,0.6736842105263159,0
ART_00086-10,0.0028535758872837527,0.0029753019269694344,0.019113814074717635,0.07834101382488479,0.9780949180630959,0.6720250415329693,0.20105820105820105,0.04736842105263156,3
ART_00086-11,0.0014069714444246279,0.0013276676967949603,0.0026064291920069502,0.10368663594470046,0.9965795412668825,0.46119943949962033,0.10582010582010581,0.03157894736842104,1
ART_00086-12,0.039444741691932704,0.045610289880561025,0.02258905299739357,0.5230414746543779,0.9829680274793329,0.21197320656821309,0.582010582010582,0.06315789473684208,3
ART_00086-13,0.006182747755781463,0.02084949456754575,0.0026064291920069502,0.25921658986175117,0.9966476000807173,0.2072608721901351,0.9999999999999999,1,0
ART_00086-14,0.00040623823395358975,0.0010535685593921298,0.0017376194613379669,0.052995391705069124,0.9949318342015233,0.018562065342472664,0.7513227513227513,0.6473684210526316,2
ART_00086-15,0.0005449537284743277,0.00043822704830734805,0.057341442224152904,0.019585253456221197,0.35209173586397785,0.992596854622171,0.09523809523809523,0.005263157894736803,2
ART_00087-0,0.00015853199373798622,7.95771689234024e-05,0.011294526498696784,0.001152073732718894,0.5671995330358319,0.9992328346758729,0.06878306878306878,0.02105263157894738,0
ART_00087-1,0.00022788974099835523,0.00013525355620835235,0.029539530842745437,0.004608294930875576,0.3125233011354007,0.998520466874897,0.031746031746031744,0.010526315789473661,0
ART_00087-2,0.1321265085310029,0.1789410074828788,0.05647263249348392,0.8064516129032258,0.9781935841094875,0.12233089439169942,0.9999999999999999,0.06842105263157894,1
ART_00087-3,0.04782712086082872,0.057647303763875744,0.06168549087749783,0.8444700460829493,0.9773438379696183,0.1544093271553663,0.7513227513227513,0.06842105263157894,0
ART_00087-4,0.0003071557378673483,0.0007482464355714366,0.0052128583840139004,0.010368663594470046,0.9355300733711168,0.7980437284234753,0.6931216931216931,0.5921052631578947,2
ART_00087-5,0.0001486237441293621,5.747239977801284e-05,0.020851433536055602,0.009216589861751152,0.7493792012653222,0.6256616800920599,0.005291005291005291,0.0026315789473684292,1
ART_00087-6,0.012940173988863128,0.044883319285292024,0.0052128583840139004,0.26152073732718895,0.994073205431789,0.1957017675524179,0.9999999999999999,1,0
ART_00087-7,0.001060182708122783,0.0009904318125206109,0.009556907037358817,0.01152073732718894,0.5921058577642208,0.04759164885747168,0.08994708994708994,0.0368421052631579,3
ART_00087-8,0.000495412480431207,0.0004064514426608505,0.012163336229365768,0.012672811059907835,0.6116093317516805,0.16087456846950512,0.06878306878306878,0.02105263157894738,2
ART_00087-9,0.0006836692229950657,0.002356782855320003,0.0052128583840139004,0.0587557603686636,0.9950391672811602,0.6001617267440054,0.9999999999999999,1,0
ART_00088-0,0.0008422012167330519,0.0007436873269352,0.016507384882710686,0.006912442396313364,0.5632089978471949,0.995320291522823,0.07936507936507936,0.02105263157894738,3
ART_00088-1,0.0013574301963815072,0.0012619060085874265,0.07645525629887054,0.02304147465437788,0.388343664199511,0.9974715959740029,0.1111111111111111,0.02631578947368418,0
ART_00088-2,0.007629352198640588,0.008366102502301312,0.21894005212858383,0.02534562211981567,0.15986989629969767,0.9936389620995584,0.46031746031746035,0.05263157894736842,1
ART_00088-3,0.00020807324178110693,0.0007711801335597783,0.00781928757602085,0.002304147465437788,0.07220853484198686,0.9980525803310611,0.9999999999999999,1,2
ART_00088-4,0.10550304183262985,0.12696799795862457,0.06081668114682884,0.7868663594470046,0.9788141664455389,0.19411950819755355,0.9365079365079364,0.04736842105263156,0
ART_00088-5,0.0007926599686899312,0.0006645246224332736,0.03735881841876629,0.056451612903225805,0.7370009071244157,0.5066404927909023,0.042328042328042326,0.005263157894736803,3
