,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
ART_00153-0,-12.485631319856733,-15.112894441562055,12.185322731305414,-7.026568606022397,-1.4265345850099758,-6.656579959100774,-3.106662879882742,-2.3345631438853967,-0.5427105472802528,-1.4162435396450845,7.728724844191065,6.620955277024775,3.493069943636707,0.4929127359618402,10.62746776258513,-5.101265523886971,-1.2060868081543503,-2.2650562036630633,-17.66693777858836,2.037842472974369,4.152693697503578,7.668817883061736,19.020705457578664,9.33446241066951,-3.6863979923130374,4.663840415239158,3.818588143698813,-1.402309111085035,-0.1705924643702057,-0.6260510064160583,-2.9035524409610187,-0.580512434435071,-0.5096897972597251,7.45574883928008,14.336217316536466,-3.7288549913989035,14.805703596313833,3.2899410016866337,2.5875206167913904,-8.813693914520622,-4.624535466425893,-0.09448671704431634,-7.1446180952162015,-0.7562470314162484,-0.48059404472181855,-8.841234139586003,-2.7226873691069313,9.482555222146443,2.2903521406017098,-9.68626099076807,-10.931323440174292,5.461880591959308,-1.7021147670845374,-9.637934435908782,-4.703961413503716,-10.53196446906635,-0.8127871870643857,15.350261557295985,2.9024962992261614,-3.863026796041408,26.71659752598091,4.137978375670953,-16.51811130178248,0.20420137771489527,0.8010575380125776,4.632101020189705,-0.31346453188488627,-5.097334260068644,-3.784956241010125,2.157120938189863,11.05050130681642,-6.613780383507912,-7.451083729698416,-1.1087990681488273,22.54799579519202
ART_00153-1,-12.880449920596856,-3.2834008700815462,46.219215745314074,72.57433218621954,-11.718892847188652,14.18113873547926,0.8212395845163457,-1.728731431673199,2.1321024295288127,-4.328455673763187,56.719131706320816,-103.11671044324959,-6.373714658757908,26.02091548310859,15.028641073439571,-62.69621074563143,-13.342703204808162,15.469537184233475,31.219335394116705,5.836245784578812,-54.3646158945265,3.070099098439512,-108.54304972105581,-21.705995597719,3.855759471626471,-52.86368362232967,-22.89241952981825,3.2607051474685314,3.6832683716036616,-0.7230215631849941,-0.9304831244533847,-1.1263679077562057,-2.1372279209049725,-15.6683593581225,-24.830797351463136,9.518852668180191,-66.77706007468419,-7.573904998675402,-5.935588203108794,19.99545349772142,10.227440741346275,1.7369384055807464,4.121080276204227,3.03051555039744,4.362959105439258,-20.784898776704956,16.475481989912968,40.05416879544735,7.5137719738652855,-23.767452685963747,25.7346883004199,-4.460559078549156,-0.3246690464000476,4.64490032796368,12.54639803350116,9.889467681443211,-0.001756328333364697,-11.369984863393531,-1.4576740564805528,1.9290278252111956,10.22291461986279,10.13054975265763,40.87552551467521,-1.3985480471801703,-0.5404541966599993,0.11798193368042398,-0.3991332620675562,4.085370414948542,16.145106175206166,-8.771948607536869,-3.399990729201142,16.774538430494015,3.855770770711354,11.23012869088186,-11.372154965130152
ART_00153-2,-5.372665738386895,-0.2640295172466618,-19.13439353494146,-14.888620453454589,-1.0498123314313341,-6.4433313479442065,-3.8922077472335164,-3.247569205550386,-0.4731063588495113,-3.0481342699016305,-32.8143714858411,12.674030381671189,-25.557859942291838,-13.598765918444458,-37.127155986228516,6.198855455886389,-0.8926538963621782,-31.941726533173934,3.0289963378028584,-8.646152838623701,27.956127970029492,-7.117385180693698,-1.3166271995936332,-27.65624256136519,14.759332678527768,5.934380626669865,-11.42644356006054,5.749507142876244,-9.642199686473045,-6.920207927396865,3.487574127156719,-1.1906517961014895,-2.2219048527409573,9.583423875603842,-0.756985842476636,11.533071923631928,16.43347875862496,-26.548062712050644,-14.680329790933227,40.08904160645158,12.424613362059736,-4.299116206950603,-1.388959692952907,-4.703869560202464,-1.4777842989188208,-2.4721050730218255,31.30298192212718,-4.235214532427827,-1.1243977491576074,4.502477974540262,1.0236041578731396,17.287199160990784,-2.102266062620155,16.230373285247598,0.3120302156025569,-0.912435800230677,-0.4731667145356454,-0.657704772505521,-51.45588062478229,23.39771871028797,5.030335322760184,-9.06353696173411,-0.23512049458173523,2.031641737623364,0.37957753170129055,-2.254828209639423,-9.657240341709189,-0.8475302905638575,13.139401491710114,-11.359905152533075,4.128056347760796,-26.316961873248392,2.0138122333502393,1.9301202892594593,-0.0023856274816460086
ART_00069-0,-12.424981033720488,-15.217616058317024,10.442623923477012,-13.931778214503774,-0.6373740364081996,-8.90316812278603,-3.592263364578502,-2.5040085212634176,-0.5252567096284024,-1.316694320220106,5.2326045739931475,13.794263024338118,3.8439310940329663,0.7047154477706207,11.481864976293215,6.717498874662983,1.378653015474039,3.633982484012721,-5.469115709222405,2.275712518516313,-1.3692777114624008,3.0385489305816797,11.412985005491668,7.460551844238496,-3.254314930201636,4.975987506798234,3.8240243509134553,-1.4384144038275675,-0.33634533949861745,-0.6859791879183633,-2.601721844744451,-0.9166231657569821,-0.9936126153413014,-0.3972072550665312,1.4603412933646032,-0.8163018696555211,6.738346797812466,2.1681111681162073,1.6922095961599115,-6.178613331489095,-3.29783404515828,-0.4490116218375765,-1.1409124480520834,-0.6947953953479693,-0.6988055296463873,-1.5522926659899627,-2.2239688858692905,2.179776311427937,0.6991796784472512,-3.2472527442526626,1.7689082936444926,0.926872444170549,-0.8927294738096287,-3.532281789759556,-1.4662935421080476,-1.165194042625158,-0.765713322588667,-1.6897270140105591,1.1182110373568508,-1.3496092298517373,-0.7747890000945452,-0.5158536069998172,1.78475117735737,-1.1079114318895453,-0.7734042204534276,-0.10011553952742153,0.21230358201017882,0.2205644799512786,1.7849083309075346,-1.3510341901971221,-0.9788211337632557,3.694711127236963,-1.158134185126342,-1.063270589604165,-0.026726241573881086
ART_00069-1,-12.574110522487866,-13.268429407052599,16.88589037606627,-0.43312195438764584,-2.4663583057520766,-5.644243285730959,-3.045586743736151,-2.4984934202315014,-0.03698919423312479,-1.8640273835994376,13.491365459044523,-1.5752763508661853,1.8250839528135958,10.849748537145723,12.709397413734054,-2.5783332119632867,-0.7905763837195521,7.0782611728196425,1.4311803715733653,3.6298799298039977,-12.225450513049351,2.8745245426183077,-8.820068356966049,3.9269301964359564,-3.175319952988501,-7.281803955671539,-0.9707772259817541,-1.1842631080050787,0.07138816710527977,-1.0126807233594188,-3.6298701375893265,-1.7061762863411964,-2.2427170623827037,-2.3266006686107277,0.12065602244893942,0.5657639840014184,-19.939903351112857,0.2640004648769631,0.21377540532747633,-1.258071554879645,-0.9357525297103362,-0.2381237229079481,-2.022151953961344,-0.6326787056433761,-0.5757065962836804,-7.305887984197113,-7.811240280713314,-17.1810038376567,-3.1413565211670806,9.694507962676692,-7.2227236837526965,0.9640920469213786,-0.15183677010784805,-1.8533736914648111,-4.764615704112208,-1.1936995786540348,-0.5325221662919095,3.503885531990508,0.9493521026040582,-1.3877375320595837,-3.3439079856157012,-3.2407946684623803,-11.888054217736055,-0.19404472345542173,-0.6333699446964601,1.7242915011510027,-0.9261329398772251,18.058109749145682,-12.590554926842767,7.300466264517975,1.7486136483784156,-8.668931322092837,-6.197316838605434,-4.449557398782965,3.6029457159779352
ART_00142-0,37.51052099086037,102.41389997655907,-195.92835862221787,2.2491650176526594,-2.3388034803421553,13.984024714587111,-0.2893399484203234,-2.9185283297343996,-8.124787076522654,-7.382914096693525,-173.65533445053265,-24.243685673401398,-104.56054760269234,-45.36130668539855,-165.5765428545707,-13.458559559656184,3.8779977534516843,-101.36472120078629,30.199725625909398,-43.707996586202924,71.19663280476504,-29.377510262514672,-52.95252084418363,-75.76320633297979,23.52902661429798,-17.127315379595878,-8.760825885537734,-1.371975098767615,-10.086210599583163,10.195830084921974,2.2815728139114264,2.8922535729008056,4.305826184578182,-11.716616775125985,6.3305955888104934,14.31512655440269,-25.567371341148817,18.96592267390999,8.861403684398253,-26.463425950653864,-5.808695723746053,-17.644882103643038,2.8164727438009636,5.314451870279566,2.9525798463392943,4.606873597879979,-21.01978706946713,-2.524033883113978,-1.1520844372550376,5.950707989019578,-1.8434922015886521,-22.70399998132141,10.94238653801836,-87.93716371431103,3.3144889989274207,29.66434492367277,-2.523250103718347,-0.682579417540487,59.41834054343908,-27.664706873424525,7.210415134639396,-18.725015619996537,1.057023590574336,-27.5266184775105,-2.926759403185689,-4.48343527058465,11.000859478268039,1.8317101347555131,-9.431071783837115,14.670946138279417,91.0983597059461,92.0570277330665,-25.33367338258456,-13.276360753147118,-4.30227627138716
ART_00142-1,-12.64513084068577,-12.017177156491597,20.857173178610864,8.244542615528403,-3.635150586296727,-3.4869376420447384,-2.6785878500120472,-2.487493733810774,0.2769506127281448,-2.2639855120677184,19.780652993019547,-15.057509857207473,1.2579867995835774,10.526220193058016,15.043394823071003,-13.25025567807029,-2.8618737773262883,10.147884026499476,11.011702241634769,3.8563964444282677,-19.72363882828446,-1.2451593702990804,-22.63453150593265,0.8351679136307875,-2.931068526249004,-18.7675236638234,-5.610153758008674,-0.9192697033415939,0.21223245562060528,-0.9448592116439181,-3.322064944922877,-2.17426406827638,-3.0636087926541045,-4.957171630922997,-3.041755560031342,1.9879185027443804,-43.70459569863042,-2.0808373559210716,-1.609860869076961,4.867728663135721,2.124508142672729,-0.11427819830940056,-0.8868840275519911,-0.48654833865278885,-0.63474027748887,-2.612683803565589,-8.953750802671363,-28.517533961819716,-5.537063375331772,18.516371372691037,-12.421266650181472,0.8851784348044863,0.8392771685460186,-0.13879196456217288,-5.271793626576754,-6.153660066087528,0.5918225548241705,5.402188219851679,0.004290410157625868,-0.3315966664113869,0.2850471652557958,-4.353117560195596,-25.036513261436063,2.3488671660897826,0.7779135842250421,-1.280992603212774,-1.716599896693976,20.864342390059818,-1.2161905456031232,2.39562395345252,-4.870814333456204,-2.5753856579501093,-11.450395944214357,3.4476041618086786,3.645657295739128
ART_00142-2,-12.608480567007932,-14.602456759686966,14.075646375077726,-7.898017386939329,-1.586207604558488,-7.770706064351751,-3.5182052163496107,-2.649287442117732,-0.2769080451853942,-1.7192504214451152,10.48753039172435,6.266319496015401,2.343976255924676,4.876000237666195,14.669390479411758,0.5144001315847773,-0.20686382192158131,6.691669869792702,0.15411889471155824,3.6155433005641555,-8.646972735653634,2.342150545653457,0.588967492192665,6.583786258016155,-4.004794905091032,-4.126362875914443,0.710476421254697,-1.6551538352370172,-0.19922584750088626,-1.0116903055249775,-3.8874701194977255,-1.84029955252543,-2.345807757966128,-1.8946534651520706,1.3078503729158018,-0.044853768189488954,-15.355782568630618,1.099047474092902,0.8728096719824099,-3.5940708972365467,-2.1742801533219334,-0.43936561684670655,-2.6025164550767226,-0.9010436733542292,-0.8983634077255966,-6.260127274032782,-7.410793268667681,-10.593204085470349,-1.7188016125184273,4.339651571131709,-4.768638298400443,1.2800139221641667,-0.9377271205370843,-3.8006417077149663,1.1622286509653275,0.3649784345161149,-1.2741204154814263,3.032353952381408,1.772125542230196,-2.444352657674863,-6.78121117544188,-3.5563320234060893,-6.23916037350215,-2.2259488764868887,-1.9570874181800535,3.290777759804453,0.6847677216639166,6.087490259067679,-37.87394286737303,19.15899951050462,13.765417201368216,-22.671455161866874,9.522013426659074,-10.463343144778738,6.249705083130492
ART_00142-3,-12.435174845661166,-15.156316444141792,10.756591797739924,-13.374819180143321,-0.7125292111092665,-8.796149006859762,-3.572671270329213,-2.503974926648773,-0.46263440568178177,-1.329968837607353,5.819835407253796,13.401507002084276,1.779655847500518,1.3978879121917447,12.333095327880745,6.286146490755741,0.7976731296218075,3.654991071569755,-5.064148521418984,3.0051694315026287,-2.1534484517414314,3.107522910787023,10.335802094817431,7.301805029718897,-3.26590451004475,4.2361546311851,3.5271126153757777,-1.4354444869748315,-0.3229334791926254,-0.7142366320378545,-2.6937365497574293,-0.984363976314116,-1.0947663454637426,-0.6333895196398598,1.27508140073362,-0.6898311194063728,4.729969643275268,2.046809180620071,1.6040444462721357,-5.801158490153745,-3.1159643908775654,-0.41510497639584126,-1.6508713542567686,-0.6707344446766202,-0.6792223288178265,-1.9193447202117189,-2.641244510797101,1.264083189102244,0.5189326703146588,-2.649073490492777,0.25189909773809277,0.7129368491063824,-0.8372149883376292,-2.4342019739702656,-0.4688550365891554,2.177193212630641,-0.9651112567257988,0.5741374532955328,0.9874526838611272,-1.3726154778198272,-1.43924696241589,-0.4274211418229235,1.6731379642804964,-1.1889032549063276,-0.8630334579135159,1.0047586833899733,0.2281350754988182,0.9232958824105202,-0.0688222727450158,-0.33701240847096026,-0.5131673592205259,2.533478091692136,-1.18547649144197,-1.3702579040795928,0.6139685777296845
ART_00142-4,-12.470965540393431,-14.965692073260142,11.660744545928694,-11.622250311304153,-0.9683627671293112,-8.404351977861218,-3.523957185948032,-2.5238061887055667,-0.4067157350445119,-1.428728882575794,7.1386223252429755,11.065500667081354,1.811732033481582,2.20225082731311,12.877698776701065,4.421315143120611,0.446547133885319,4.486412076738708,-3.1783076505454027,3.1249248483190715,-3.9471157249160718,2.4886954697783663,7.464619303873013,6.905845826144252,-3.3746706722518605,1.6819442296346974,2.5928266336711117,-1.4597349717396373,-0.29912396529731533,-0.7447135483254438,-2.8396606276808054,-1.1860660365799074,-1.4033587977070674,-1.1670845212231482,0.9101684018154845,-0.43683523744027714,-1.3716791964247967,1.6234446302607097,1.2761463045811428,-4.745264899965987,-2.6176095732875377,-0.4166231891997893,-1.6745186179059972,-0.7101080079189999,-0.7527274630295279,-1.9005011822213376,-3.7119638222409455,-2.5253788079035457,-0.22947823919840454,-0.13061580941735632,-1.4295061721423006,0.8177498106540106,-0.7213794228031148,-2.465857398636597,-0.3788799588116834,1.1673270538025338,-0.8749548074416263,1.3246830809234316,1.0142102972670914,-1.4413703773734279,-1.8871069766000261,-1.2142084699895932,-1.9571638757544347,-0.9932308087066045,-0.8620758805765399,0.9357252418223854,0.22428439476284495,2.1498382983688704,-5.692295717206106,2.721559027296775,1.2193111999037483,-1.5721003075831443,0.27962698140095227,-1.7911464362535834,1.5243073167481744
